telecomts_fault,candidate_entity,candidate_type,candidate_description,candidate_source_id,candidate_file_path,related_entity,related_type,related_description,edge_description,edge_keywords,edge_conditions,edge_source_id,edge_file_path,edge_weight,relevance_score
Faulty RF Filters,PIN client,Technology,"PIN client is a component of a PIN element that initiates a request to discover another PIN element. It is part of the UE and has already discovered and joined the PIN as specified in clause 8.5.7 and 8.5.8.2 of 3GPP TS 23.542 [12]. It sends a discovery request including security credentials, UE identifier (e.g., GPSI, PIN client ID, UE location), PIN ID, required services/capabilities, and time duration for which the PIN element is needed.<SEP>PIN client is a component of a PIN element that initiates a PIN element discovery request to a PEMC. It includes a PIN client ID and sends a request with security credentials and discovery filters.<SEP>PIN client is a system component impacted by the solution evaluation process and involved in the offloading of computational tasks.",chunk-d5d1b95b8a163d6b334f6fab47f8c747<SEP>chunk-2a29bda307e4b640a2d215fee4faf995<SEP>chunk-b9b975df538af332e8b8e0d56c76555d,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md7.12.1.1<SEP>../3GPP-trunked/Rel-19/23_series/23700-21-j10.md7.12.3<SEP>../3GPP-trunked/Rel-19/23_series/23700-21-j10.md7.12.4,PIN element,Technology,"PIN element is a logical entity within the T Network that can be discovered by a PIN client. It is registered in the PIN and may be known to the PIN Management Client via the PIN dynamic profile or obtained from the PIN Server. Each PIN element has associated profiles and capabilities, and may support task offloading.<SEP>PIN element is a component capable of discovering another PIN element to offload computational tasks as part of the solution evaluation process.",PIN element interacts with PIN client during the offloading of computational tasks as part of the solution evaluation process,interact,"[""Solution evaluation""]",chunk-d5d1b95b8a163d6b334f6fab47f8c747,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md7.12.4,1.0,7
Faulty RF Filters,EAS discovery procedure,Concept,"EAS discovery procedure is a procedure defined in 3GPP TS 23.558 [13] that is proposed to be enhanced to enable EE, though the full term is not specified in the text<SEP>The EAS discovery procedure is a process defined in clause 8.5.3.2 of 3GPP TS 23.558 [13], used to discover available Enhanced Access Services (EAS) based on a discovery filter and EAS profile during registration.",chunk-70b97ffc5f09e7dec0a733d52eb76ba4<SEP>chunk-f1e5707c905037ed2ec0029ea082dd95,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md7.13.1<SEP>../3GPP-trunked/Rel-19/23_series/23700-21-j10.md7.13.1.3,DEF,UNKNOWN,"The Support Team is responsible for the management of the work of the TSGs, including editorship and management of specifications under TSG change control, preparation and support for meetings (including meeting reports) of TSGs, their Working Groups, and subgroups, in descending priority, and liaison with other bodies and relevant groups and institutions.",EAS discovery procedure is proposed to be enhanced to enable EE as part of the solution for metaverse services requiring multiple devices,Definition,"[""metaverse service"", ""haptic device""]",chunk-70b97ffc5f09e7dec0a733d52eb76ba4,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md7.13.1,1.0,7
Faulty RF Filters,EAS discovery procedure,Concept,"EAS discovery procedure is a procedure defined in 3GPP TS 23.558 [13] that is proposed to be enhanced to enable EE, though the full term is not specified in the text<SEP>The EAS discovery procedure is a process defined in clause 8.5.3.2 of 3GPP TS 23.558 [13], used to discover available Enhanced Access Services (EAS) based on a discovery filter and EAS profile during registration.",chunk-70b97ffc5f09e7dec0a733d52eb76ba4<SEP>chunk-f1e5707c905037ed2ec0029ea082dd95,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md7.13.1<SEP>../3GPP-trunked/Rel-19/23_series/23700-21-j10.md7.13.1.3,DEF,UNKNOWN,"The Support Team is responsible for the management of the work of the TSGs, including editorship and management of specifications under TSG change control, preparation and support for meetings (including meeting reports) of TSGs, their Working Groups, and subgroups, in descending priority, and liaison with other bodies and relevant groups and institutions.",EAS discovery procedure is proposed to be enhanced to enable EE to discover required associated devices for metaverse services,Definition,"[""metaverse service""]",chunk-70b97ffc5f09e7dec0a733d52eb76ba4,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md7.13.1,1.0,7
Faulty RF Filters,Download Avatar Request,UNKNOWN,"The VAL server sends a Download Avatar Request to the A-DACM function with the Avatar ID, GPSI/External ID of the UE, and Filter/Adaptation information (e.g. VAL information, media adaptations).",chunk-361b255d51abe345263496951d7939e0,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md7.7.1.5,DEF,UNKNOWN,"The Support Team is responsible for the management of the work of the TSGs, including editorship and management of specifications under TSG change control, preparation and support for meetings (including meeting reports) of TSGs, their Working Groups, and subgroups, in descending priority, and liaison with other bodies and relevant groups and institutions.","The VAL server sends a Download Avatar Request to the A-DACM function with the Avatar ID, GPSI/External ID of the UE, and Filter/Adaptation information (e.g. VAL information, media adaptations).",Definition,"[""Avatar download""]",chunk-361b255d51abe345263496951d7939e0,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md7.7.1.5,1.0,7
High Network Congestion,filter based overload control,Concept<SEP>UNKNOWN,Filter based overload control is a mechanism described in section 5.22.2 that manages system overload by filtering incoming requests or signals. It is designed to prevent system overload by selectively processing or rejecting traffic based on predefined criteria.<SEP>Filter based overload control uses a mechanism to manage system overload by filtering incoming requests or signals,chunk-98aa1f63e68228b71b1e60232a4ef8a2,../3GPP-trunked/Rel-19/23_series/23228-j20.md1,mechanism,Concept,Mechanism refers to the operational method or process used in the filter based overload control to manage system overload by applying filters to incoming traffic.,Filter based overload control uses a mechanism to manage system overload by filtering incoming requests or signals,use,"[""filter based overload control)##""]",chunk-98aa1f63e68228b71b1e60232a4ef8a2,../3GPP-trunked/Rel-19/23_series/23228-j20.md1,1.0,8
High Network Congestion,information flow,Concept,"Information flow refers to the movement of data or control signals between components in the filter based overload control mechanism, as illustrated in the accompanying figure.",chunk-98aa1f63e68228b71b1e60232a4ef8a2,../3GPP-trunked/Rel-19/23_series/23228-j20.md1,Media distribution release,Concept,Media distribution release is an information flow that is reused without modification as specified in clause 10.7.2.,Media distribution release reuses the information flow without modification as specified in clause 10.7.2,reuse,"[""clause 10.7.2)##""]",chunk-9d30d1e4c49fd71fe737f08b12384fae,../3GPP-trunked/Rel-19/23_series/23289-j50.md7.3.2.15,1.0,8
High Network Congestion,mechanism,Concept,Mechanism refers to the operational method or process used in the filter based overload control to manage system overload by applying filters to incoming traffic.,chunk-98aa1f63e68228b71b1e60232a4ef8a2,../3GPP-trunked/Rel-19/23_series/23228-j20.md1,filter based overload control,Concept<SEP>UNKNOWN,Filter based overload control is a mechanism described in section 5.22.2 that manages system overload by filtering incoming requests or signals. It is designed to prevent system overload by selectively processing or rejecting traffic based on predefined criteria.<SEP>Filter based overload control uses a mechanism to manage system overload by filtering incoming requests or signals,Filter based overload control uses a mechanism to manage system overload by filtering incoming requests or signals,use,"[""filter based overload control)##""]",chunk-98aa1f63e68228b71b1e60232a4ef8a2,../3GPP-trunked/Rel-19/23_series/23228-j20.md1,1.0,8
High Network Congestion,L4S information,UNKNOWN,"The L4S ECN information reported related to DL congestion if it is sent from the MCVideo client to the MCVideo server, or related to the UL congestion if it is sent from the MCVideo server to the MCVideo client.",chunk-931319fcd1212a35c5952328b49446bf,../3GPP-trunked/Rel-19/23_series/23289-j50.md7.7.2.1,DEF,UNKNOWN,"The Support Team is responsible for the management of the work of the TSGs, including editorship and management of specifications under TSG change control, preparation and support for meetings (including meeting reports) of TSGs, their Working Groups, and subgroups, in descending priority, and liaison with other bodies and relevant groups and institutions.","The L4S ECN information reported related to DL congestion if it is sent from the MCVideo client to the MCVideo server, or related to the UL congestion if it is sent from the MCVideo server to the MCVideo client.",Definition,"[""L4S feedback report""]",chunk-931319fcd1212a35c5952328b49446bf,../3GPP-trunked/Rel-19/23_series/23289-j50.md7.7.2.1,1.0,7
High Network Congestion,filter based overload control,Concept<SEP>UNKNOWN,Filter based overload control is a mechanism described in section 5.22.2 that manages system overload by filtering incoming requests or signals. It is designed to prevent system overload by selectively processing or rejecting traffic based on predefined criteria.<SEP>Filter based overload control uses a mechanism to manage system overload by filtering incoming requests or signals,chunk-98aa1f63e68228b71b1e60232a4ef8a2,../3GPP-trunked/Rel-19/23_series/23228-j20.md1,DEF,UNKNOWN,"The Support Team is responsible for the management of the work of the TSGs, including editorship and management of specifications under TSG change control, preparation and support for meetings (including meeting reports) of TSGs, their Working Groups, and subgroups, in descending priority, and liaison with other bodies and relevant groups and institutions.","The filter based overload control mechanism is implemented to manage system overload by filtering incoming requests or signals, as depicted in the figure in section 5.22.2.",Definition,,chunk-98aa1f63e68228b71b1e60232a4ef8a2,../3GPP-trunked/Rel-19/23_series/23228-j20.md1,1.0,6
High Network Congestion,filter based overload control,Concept<SEP>UNKNOWN,Filter based overload control is a mechanism described in section 5.22.2 that manages system overload by filtering incoming requests or signals. It is designed to prevent system overload by selectively processing or rejecting traffic based on predefined criteria.<SEP>Filter based overload control uses a mechanism to manage system overload by filtering incoming requests or signals,chunk-98aa1f63e68228b71b1e60232a4ef8a2,../3GPP-trunked/Rel-19/23_series/23228-j20.md1,REF,UNKNOWN,Clause 5.2.3.2.2 of 3GPP TS 29.5,5.22.2,Reference,,chunk-98aa1f63e68228b71b1e60232a4ef8a2,../3GPP-trunked/Rel-19/23_series/23228-j20.md1,1.0,6
High Network Congestion,filter based overload control,Concept<SEP>UNKNOWN,Filter based overload control is a mechanism described in section 5.22.2 that manages system overload by filtering incoming requests or signals. It is designed to prevent system overload by selectively processing or rejecting traffic based on predefined criteria.<SEP>Filter based overload control uses a mechanism to manage system overload by filtering incoming requests or signals,chunk-98aa1f63e68228b71b1e60232a4ef8a2,../3GPP-trunked/Rel-19/23_series/23228-j20.md1,information flow,Concept,"Information flow refers to the movement of data or control signals between components in the filter based overload control mechanism, as illustrated in the accompanying figure.",The filter based overload control mechanism is illustrated through an example information flow in the figure associated with section 5.22.2)##,depict,,chunk-98aa1f63e68228b71b1e60232a4ef8a2,../3GPP-trunked/Rel-19/23_series/23228-j20.md1,1.0,6
High Network Congestion,information flow,Concept,"Information flow refers to the movement of data or control signals between components in the filter based overload control mechanism, as illustrated in the accompanying figure.",chunk-98aa1f63e68228b71b1e60232a4ef8a2,../3GPP-trunked/Rel-19/23_series/23228-j20.md1,filter based overload control,Concept<SEP>UNKNOWN,Filter based overload control is a mechanism described in section 5.22.2 that manages system overload by filtering incoming requests or signals. It is designed to prevent system overload by selectively processing or rejecting traffic based on predefined criteria.<SEP>Filter based overload control uses a mechanism to manage system overload by filtering incoming requests or signals,The filter based overload control mechanism is illustrated through an example information flow in the figure associated with section 5.22.2)##,depict,,chunk-98aa1f63e68228b71b1e60232a4ef8a2,../3GPP-trunked/Rel-19/23_series/23228-j20.md1,1.0,6
High Network Congestion,mechanism,Concept,Mechanism refers to the operational method or process used in the filter based overload control to manage system overload by applying filters to incoming traffic.,chunk-98aa1f63e68228b71b1e60232a4ef8a2,../3GPP-trunked/Rel-19/23_series/23228-j20.md1,Implicit registration,UNKNOWN,Implicit registration is a specific instance of the mechanism that enables simultaneous registration of multiple Public User Identities,Implicit registration is a specific instance of the mechanism that enables simultaneous registration of multiple Public User Identities,is a type of,,chunk-87e1b97aac3ce56e33e9600e45bd3bc0,../3GPP-trunked/Rel-19/29_series/29228-j10.md6.5,1.0,6
High Network Congestion,AS/S-CSCF,Technology,"AS/S-CSCF is a component that subscribes to overload event notifications for AS-1 and AS-2 during initialization or restart, and receives overload control filters (1c) and (2c). It is responsible for determining the forwarding destination of an incoming INVITE message, such as AS-1 in the given example.",chunk-b66c0fdd0b985168e16d12e98d88ff21,../3GPP-trunked/Rel-19/23_series/23228-j20.md3,AS-1,Technology,AS-1 is a service component that receives overload event notifications from AS/S-CSCF and is a potential forwarding destination for an INVITE message.,AS/S-CSCF subscribes to overload event notification of AS-1 during initialization or restart,subscribe,,chunk-b66c0fdd0b985168e16d12e98d88ff21,../3GPP-trunked/Rel-19/23_series/23228-j20.md3,1.0,6
High Network Congestion,AS/S-CSCF,Technology,"AS/S-CSCF is a component that subscribes to overload event notifications for AS-1 and AS-2 during initialization or restart, and receives overload control filters (1c) and (2c). It is responsible for determining the forwarding destination of an incoming INVITE message, such as AS-1 in the given example.",chunk-b66c0fdd0b985168e16d12e98d88ff21,../3GPP-trunked/Rel-19/23_series/23228-j20.md3,AS-2,Technology,AS-2 is a service component that receives overload event notifications from AS/S-CSCF and is a potential forwarding destination for an INVITE message.,AS/S-CSCF subscribes to overload event notification of AS-2 during initialization or restart,subscribe,,chunk-b66c0fdd0b985168e16d12e98d88ff21,../3GPP-trunked/Rel-19/23_series/23228-j20.md3,1.0,6
High Network Congestion,AS/S-CSCF,Technology,"AS/S-CSCF is a component that subscribes to overload event notifications for AS-1 and AS-2 during initialization or restart, and receives overload control filters (1c) and (2c). It is responsible for determining the forwarding destination of an incoming INVITE message, such as AS-1 in the given example.",chunk-b66c0fdd0b985168e16d12e98d88ff21,../3GPP-trunked/Rel-19/23_series/23228-j20.md3,overload control filters (1c),Terminology,,AS/S-CSCF receives overload control filters (1c) upon initialization or restart,receive,,chunk-b66c0fdd0b985168e16d12e98d88ff21,../3GPP-trunked/Rel-19/23_series/23228-j20.md3,1.0,6
High Network Congestion,AS/S-CSCF,Technology,"AS/S-CSCF is a component that subscribes to overload event notifications for AS-1 and AS-2 during initialization or restart, and receives overload control filters (1c) and (2c). It is responsible for determining the forwarding destination of an incoming INVITE message, such as AS-1 in the given example.",chunk-b66c0fdd0b985168e16d12e98d88ff21,../3GPP-trunked/Rel-19/23_series/23228-j20.md3,overload control filters (2c),Terminology,,AS/S-CSCF receives overload control filters (2c,receive,,chunk-b66c0fdd0b985168e16d12e98d88ff21,../3GPP-trunked/Rel-19/23_series/23228-j20.md3,1.0,6
High Network Congestion,AS-1,Technology,AS-1 is a service component that receives overload event notifications from AS/S-CSCF and is a potential forwarding destination for an INVITE message.,chunk-b66c0fdd0b985168e16d12e98d88ff21,../3GPP-trunked/Rel-19/23_series/23228-j20.md3,AS/S-CSCF,Technology,"AS/S-CSCF is a component that subscribes to overload event notifications for AS-1 and AS-2 during initialization or restart, and receives overload control filters (1c) and (2c). It is responsible for determining the forwarding destination of an incoming INVITE message, such as AS-1 in the given example.",AS/S-CSCF subscribes to overload event notification of AS-1 during initialization or restart,subscribe,,chunk-b66c0fdd0b985168e16d12e98d88ff21,../3GPP-trunked/Rel-19/23_series/23228-j20.md3,1.0,6
High Network Congestion,AS-2,Technology,AS-2 is a service component that receives overload event notifications from AS/S-CSCF and is a potential forwarding destination for an INVITE message.,chunk-b66c0fdd0b985168e16d12e98d88ff21,../3GPP-trunked/Rel-19/23_series/23228-j20.md3,AS/S-CSCF,Technology,"AS/S-CSCF is a component that subscribes to overload event notifications for AS-1 and AS-2 during initialization or restart, and receives overload control filters (1c) and (2c). It is responsible for determining the forwarding destination of an incoming INVITE message, such as AS-1 in the given example.",AS/S-CSCF subscribes to overload event notification of AS-2 during initialization or restart,subscribe,,chunk-b66c0fdd0b985168e16d12e98d88ff21,../3GPP-trunked/Rel-19/23_series/23228-j20.md3,1.0,6
Resource Allocation Bugs,RRC,Technology,"RRC (Radio Resource Control) is a protocol layer in LTE that manages radio resources and signaling between the UE and the network, operating over the Uu interface.<SEP>RRC is the Radio Resource Control protocol used for signaling between the UE and eNB over the Uu interface. It manages connection setup, maintenance, and release, and is involved in trace recording sessions with both dedicated and non-dedicated measurements",chunk-4487483e384352de7113c87b53f8c00e<SEP>chunk-d49a372292f47db9aab0f78e5c36b5bc,../3GPP-trunked/Rel-19/32_series/32423-j20.md4.13,RRC connected state,Concept,"RRC connected state is a network state in which a user equipment maintains an active connection with the radio access network, allowing for continuous data transmission and reception. It is governed by the RRC connected state requirements defined in section 3.6.1.<SEP>RRC connected state is a network state in which the User Equipment (UE) has established a connection with the network and is actively engaged in communication, requiring continuous signaling and resource allocation.",RRC supports the RRC connected state by managing the radio resource control procedures necessary for maintaining the connection,support,"[""RRC connected state requirements)##""]",chunk-da6d9c5eb7f7c1ec5274defc53d40d00,../3GPP-trunked/Rel-19/38_series/38133-j00_cover.md3.6.1,1.0,8
Resource Allocation Bugs,first come first served mode,Concept,"First come first served mode is a resource allocation strategy used in the Fully pooled radio resources between two POPs use case, where UEs from POP A and POP B are served in the order of their arrival on the S-RAN.",chunk-3e55e30e677e3f7612b93056fd9d6fd4,../3GPP-trunked/Rel-19/32_series/32130-j00.md5.4.1,S-RAN,Concept,"S-RAN is the shared Radio Access Network in the MOCN scenario, where all its cells are shared between POPs.<SEP>S-RAN refers to the Shared Radio Access Network, a network infrastructure shared among multiple POPs, supporting multiple radio access technologies and enabling joint management and operation through the 3GPP management system of the MOP.",The S-RAN supports the first come first served mode for UE service allocation,support,"[""Fully pooled radio resources between two POPs""]",chunk-3e55e30e677e3f7612b93056fd9d6fd4,../3GPP-trunked/Rel-19/32_series/32130-j00.md5.4.1,1.0,8
Resource Allocation Bugs,RRC connected state,Concept,"RRC connected state is a network state in which a user equipment maintains an active connection with the radio access network, allowing for continuous data transmission and reception. It is governed by the RRC connected state requirements defined in section 3.6.1.<SEP>RRC connected state is a network state in which the User Equipment (UE) has established a connection with the network and is actively engaged in communication, requiring continuous signaling and resource allocation.",chunk-da6d9c5eb7f7c1ec5274defc53d40d00<SEP>chunk-b843f3d39d0a76e490e73a52dcb42350,../3GPP-trunked/Rel-19/38_series/38133-j00_cover.md3.6.1<SEP>../3GPP-trunked/Rel-19/38_series/38133-j00_cover.md3.6.11.1,RRC,Technology,"RRC (Radio Resource Control) is a protocol layer in LTE that manages radio resources and signaling between the UE and the network, operating over the Uu interface.<SEP>RRC is the Radio Resource Control protocol used for signaling between the UE and eNB over the Uu interface. It manages connection setup, maintenance, and release, and is involved in trace recording sessions with both dedicated and non-dedicated measurements",RRC supports the RRC connected state by managing the radio resource control procedures necessary for maintaining the connection,support,"[""RRC connected state requirements)##""]",chunk-da6d9c5eb7f7c1ec5274defc53d40d00,../3GPP-trunked/Rel-19/38_series/38133-j00_cover.md3.6.1,1.0,8
Resource Allocation Bugs,Fully pooled radio resources between two POPs,Concept,"Fully pooled radio resources between two POPs is a use case where cells are shared between POP A and POP B, with radio resources of the S-RAN fully pooled and UEs from both POP A and POP B served in a first come first served mode, as agreed in the RAN sharing agreement between MOP and POPs.",chunk-3e55e30e677e3f7612b93056fd9d6fd4,../3GPP-trunked/Rel-19/32_series/32130-j00.md5.4.1,DEF,UNKNOWN,"The Support Team is responsible for the management of the work of the TSGs, including editorship and management of specifications under TSG change control, preparation and support for meetings (including meeting reports) of TSGs, their Working Groups, and subgroups, in descending priority, and liaison with other bodies and relevant groups and institutions.","Cells are shared between POP A and POP B, with radio resources of the S-RAN fully pooled and UEs from POP A and POP B served in a first come first served mode as agreed in the RAN sharing agreement",Definition,"[""RAN sharing agreement""]",chunk-3e55e30e677e3f7612b93056fd9d6fd4,../3GPP-trunked/Rel-19/32_series/32130-j00.md5.4.1,1.0,7
Resource Allocation Bugs,RadioResourcesIndicator,Concept,"RadioResourcesIndicator is an enumeration used to indicate the type of radio resources for direct communication. It includes two values: OPERATOR_PROVIDED, which indicates radio resources provided by the operator, and CONFIGURED, which indicates radio resources that are configured for direct communication.",chunk-782ce705170efe9ea0203db23db640ff,../3GPP-trunked/Rel-19/32_series/32291-j20.md6.1.6.3.61,DEF,UNKNOWN,"The Support Team is responsible for the management of the work of the TSGs, including editorship and management of specifications under TSG change control, preparation and support for meetings (including meeting reports) of TSGs, their Working Groups, and subgroups, in descending priority, and liaison with other bodies and relevant groups and institutions.","RadioResourcesIndicator is an enumeration with values OPERATOR_PROVIDED and CONFIGURED, both indicating types of radio resources for direct communication.",Definition,"[""Table 6.1.6.3.61 -1""]",chunk-782ce705170efe9ea0203db23db640ff,../3GPP-trunked/Rel-19/32_series/32291-j20.md6.1.6.3.61,1.0,7
Resource Allocation Bugs,CONFIGURED,Concept,CONFIGURED is a value in the RadioResourcesIndicator enumeration that indicates radio resources for direct communication are configured.,chunk-782ce705170efe9ea0203db23db640ff,../3GPP-trunked/Rel-19/32_series/32291-j20.md6.1.6.3.61,DEF,UNKNOWN,"The Support Team is responsible for the management of the work of the TSGs, including editorship and management of specifications under TSG change control, preparation and support for meetings (including meeting reports) of TSGs, their Working Groups, and subgroups, in descending priority, and liaison with other bodies and relevant groups and institutions.",CONFIGURED indicates the configured radio resources for direct communication.,Definition,"[""RadioResourcesIndicator""]",chunk-782ce705170efe9ea0203db23db640ff,../3GPP-trunked/Rel-19/32_series/32291-j20.md6.1.6.3.61,1.0,7
Resource Allocation Bugs,CONFIGURED,Concept,CONFIGURED is a value in the RadioResourcesIndicator enumeration that indicates radio resources for direct communication are configured.,chunk-782ce705170efe9ea0203db23db640ff,../3GPP-trunked/Rel-19/32_series/32291-j20.md6.1.6.3.61,DEF,UNKNOWN,"The Support Team is responsible for the management of the work of the TSGs, including editorship and management of specifications under TSG change control, preparation and support for meetings (including meeting reports) of TSGs, their Working Groups, and subgroups, in descending priority, and liaison with other bodies and relevant groups and institutions.",The UE Policy is configured in the UE.,Definition,"[""PolicyStatus""]",chunk-05f92d940313bb1bd52d5420f13a9a93,../3GPP-trunked/Rel-19/29_series/29525-j20.md5.6.3.11,1.0,7
Resource Allocation Bugs,CONFIGURED,Concept,CONFIGURED is a value in the RadioResourcesIndicator enumeration that indicates radio resources for direct communication are configured.,chunk-782ce705170efe9ea0203db23db640ff,../3GPP-trunked/Rel-19/32_series/32291-j20.md6.1.6.3.61,DEF,UNKNOWN,"The Support Team is responsible for the management of the work of the TSGs, including editorship and management of specifications under TSG change control, preparation and support for meetings (including meeting reports) of TSGs, their Working Groups, and subgroups, in descending priority, and liaison with other bodies and relevant groups and institutions.",The UE Policy is configured in the UE,Definition,"[""PolicyStatus""]",chunk-05f92d940313bb1bd52d5420f13a9a93,../3GPP-trunked/Rel-19/29_series/29525-j20.md5.6.3.11,1.0,7
Resource Allocation Bugs,5G-enabled traffic,Concept,"5G-enabled traffic refers to traffic systems that leverage 5G technology for enhanced connectivity, real-time data exchange, and support for advanced applications such as spatial mapping and dynamic resource allocation.",chunk-ac1b34b85e7638e52ed1ccacebb8cdba,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md7.18,spatial maps,Concept,"Spatial maps are detailed representations of physical environments used by providers to track, manage, and optimize traffic systems, particularly in the context of 5G-enabled infrastructure.",5G-enabled traffic systems require the maintenance of spatial maps for effective operation and real-time decision-making,require,"[""Solution #18)##""]",chunk-ac1b34b85e7638e52ed1ccacebb8cdba,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md7.18,1.0,7
Resource Allocation Bugs,CP function,Technology,"The CP function requests new Quota for RG1 and RG2 from the OCS, indicating a direct interaction for resource allocation<SEP>The CP function is a functional entity responsible for sending response messages and requesting new quotas from the OCS for RG1 and RG2.<SEP>The CP function, also known as PGW-C, manages control plane operations including session modifications, quota enforcement, and communication with the OCS for credit management.",chunk-a087178400c82125805ac1803b713a71<SEP>chunk-1966e08339201af47c828689c2a7cbe9,../3GPP-trunked/Rel-19/29_series/29244-j10.md1,OCS,Technology,"TS 32.296 [53]<SEP>OCS (Online Charging System) is a system responsible for performing credit processing in response to Debit Units Request and Reserve Units Request messages, and sending corresponding responses to SCEF.)##
(entity<","The CP function requests new Quota for RG1 and RG2 from the OCS, indicating a direct interaction for resource allocation",request,"[""RG1"", ""RG2""]",chunk-1966e08339201af47c828689c2a7cbe9,../3GPP-trunked/Rel-19/29_series/29244-j10.md1,1.0,7
Resource Allocation Bugs,CP function,Technology,"The CP function requests new Quota for RG1 and RG2 from the OCS, indicating a direct interaction for resource allocation<SEP>The CP function is a functional entity responsible for sending response messages and requesting new quotas from the OCS for RG1 and RG2.<SEP>The CP function, also known as PGW-C, manages control plane operations including session modifications, quota enforcement, and communication with the OCS for credit management.",chunk-a087178400c82125805ac1803b713a71<SEP>chunk-1966e08339201af47c828689c2a7cbe9,../3GPP-trunked/Rel-19/29_series/29244-j10.md1,Quota,Concept,"Quota is a charging-related feature provided by the CHF, used to manage usage limits for services.","The CP function requests a new Quota for RG1 and RG2, which are resource groups requiring allocation",request,"[""RG1"", ""RG2""]",chunk-1966e08339201af47c828689c2a7cbe9,../3GPP-trunked/Rel-19/29_series/29244-j10.md1,1.0,7
Resource Allocation Bugs,CP function,Technology,"The CP function requests new Quota for RG1 and RG2 from the OCS, indicating a direct interaction for resource allocation<SEP>The CP function is a functional entity responsible for sending response messages and requesting new quotas from the OCS for RG1 and RG2.<SEP>The CP function, also known as PGW-C, manages control plane operations including session modifications, quota enforcement, and communication with the OCS for credit management.",chunk-a087178400c82125805ac1803b713a71<SEP>chunk-1966e08339201af47c828689c2a7cbe9,../3GPP-trunked/Rel-19/29_series/29244-j10.md1,R2,Concept,"R2 is generated due to its direct linkage<SEP>R2 is a component or entity linked to URR3, and its generation is triggered by this linkage.","R2 is generated due to its linkage to URR3, and the CP function sends a response message, indicating a downstream effect of the CP function's action",triggered by,"[""URR3""]",chunk-1966e08339201af47c828689c2a7cbe9,../3GPP-trunked/Rel-19/29_series/29244-j10.md1,1.0,7
Resource Allocation Bugs,RRC connected state,Concept,"RRC connected state is a network state in which a user equipment maintains an active connection with the radio access network, allowing for continuous data transmission and reception. It is governed by the RRC connected state requirements defined in section 3.6.1.<SEP>RRC connected state is a network state in which the User Equipment (UE) has established a connection with the network and is actively engaged in communication, requiring continuous signaling and resource allocation.",chunk-da6d9c5eb7f7c1ec5274defc53d40d00<SEP>chunk-b843f3d39d0a76e490e73a52dcb42350,../3GPP-trunked/Rel-19/38_series/38133-j00_cover.md3.6.1<SEP>../3GPP-trunked/Rel-19/38_series/38133-j00_cover.md3.6.11.1,3.6.11.1,Terminology,,Section 3.6.11.1 defines the requirements for the RRC connected state for UEs,define,"[""UEs)##""]",chunk-b843f3d39d0a76e490e73a52dcb42350,../3GPP-trunked/Rel-19/38_series/38133-j00_cover.md3.6.11.1,1.0,7
Resource Allocation Bugs,RRC_IDLE state,Concept<SEP>UNKNOWN,RRC_IDLE state is a state in the radio resource control (RRC) protocol where the mobile device is not actively connected to the network and is in a low-power mode. It is associated with the SA (Stand-alone) network architecture and is used for mobility management.<SEP>RRC_IDLE state is supported by the SA (Stand-alone) network architecture for mobility management,chunk-fb4644cf249f0309ff82edc5411b0173,../3GPP-trunked/Rel-19/38_series/38133-j00_cover.md4,SA,Technology,"SA refers to Stand-alone network architecture, which is a 5G network deployment mode that operates independently without relying on legacy 4G infrastructure. It supports RRC_IDLE state for mobility management.",RRC_IDLE state is supported by the SA (Stand-alone) network architecture for mobility management,support,"[""RRC_IDLE state)##""]",chunk-fb4644cf249f0309ff82edc5411b0173,../3GPP-trunked/Rel-19/38_series/38133-j00_cover.md4,1.0,7
