telecomts_fault,node_id,entity_id,entity_type,description,source_id,file_path,created_at,source_file,release,raw_entity_id,matched_terms
Faulty RF Filters,EAS discovery procedure,EAS discovery procedure,Concept,"EAS discovery procedure is a procedure defined in 3GPP TS 23.558 [13] that is proposed to be enhanced to enable EE, though the full term is not specified in the text<SEP>The EAS discovery procedure is a process defined in clause 8.5.3.2 of 3GPP TS 23.558 [13], used to discover available Enhanced Access Services (EAS) based on a discovery filter and EAS profile during registration.",chunk-70b97ffc5f09e7dec0a733d52eb76ba4<SEP>chunk-f1e5707c905037ed2ec0029ea082dd95,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md7.13.1<SEP>../3GPP-trunked/Rel-19/23_series/23700-21-j10.md7.13.1.3,1770203707,Rel-19/24_series/24007-j10/graph_chunk_entity_relation.graphml,Rel-19,EAS discovery procedure,filter
Faulty RF Filters,discovery filter,discovery filter,Terminology,,chunk-f1e5707c905037ed2ec0029ea082dd95,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md7.13.1.3,1770203707,Rel-19/24_series/24007-j10/graph_chunk_entity_relation.graphml,Rel-19,discovery filter,filter
Faulty RF Filters,EAS registration,EAS registration,Concept,"EAS registration is a process in which the EAS profile is established and communicated to the EES, enabling the EES to determine the appropriate EAS based on the discovery filter and available associated devices.",chunk-f1e5707c905037ed2ec0029ea082dd95,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md7.13.1.3,1770203707,Rel-19/24_series/24007-j10/graph_chunk_entity_relation.graphml,Rel-19,EAS registration,filter
Faulty RF Filters,VAL service(s),VAL service(s),Concept,VAL service(s) refer to the set of services related to VAL UEs that are specified in the update request. These services are used by the SEAL LM server to filter and update relevant VAL UE information in the spatial map.,chunk-f1d48ec94c71b6c59ab3e4642df2be17,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md7.15.3.2,1770203762,Rel-19/24_series/24007-j10/graph_chunk_entity_relation.graphml,Rel-19,VAL service(s),filter
Faulty RF Filters,DNS snooping,DNS snooping,Concept,DNS snooping is a UPF functionality that monitors and analyzes DNS queries and responses to detect malicious activities or enforce policy-based filtering.,chunk-1dd15d19cb7b5947c93ecbbbb72fdc4e,../3GPP-trunked/Rel-19/23_series/23700-63-j00.md6.2.3,1770204249,Rel-19/24_series/24186-j20/graph_chunk_entity_relation.graphml,Rel-19,DNS snooping,filter; filtering
Faulty RF Filters,Model A discovery,Model A discovery,Concept,"Model A discovery is a procedure in the 5G ProSe UE-to-Network Relay environment that supports multi-hop relay operations. It reuses the 5G ProSe UE-to-Network Relay Discovery Announcement message defined in clause 5.8.3 of TS 23.304 [4], with additional Information Elements (IEs) such as Hop-Count, Source Layer-2 ID, Destination Layer-2 ID, Announcer Info, Relay Service Code, Root Relay Info, and Accumulated QoS for PC5 link. The Intermediate UE-to-Network Relay forwards the message with specific modifications and maintains records of RSC, Root Relay Info, Announcer Info, and Hop-Count for message filtering and QoS tracking.",chunk-2c084ba0c270c2d2a66b4cf2af634310,../3GPP-trunked/Rel-19/23_series/23700-03-j00.md6.1.2.1.1,1770207871,Rel-19/24_series/24379-j20/graph_chunk_entity_relation.graphml,Rel-19,Model A discovery,filter; filtering
Faulty RF Filters,Parameter-entry,Parameter-entry,Concept,"A parameter-entry is an entry in a port parameter or user plane node parameter data structure that supports instantiation. Examples include: Static filtering with port-map support entry, Stream filter instance, Stream gate instance, DS-TT port neighbor discovery configuration for DS-TT ports instance, and PTP instance, each associated with specific clauses and reference values.",chunk-c48fc5d5aa07f9e50ba16e1a0482db1a,../3GPP-trunked/Rel-19/24_series/24539-j20.md3.1,1770204116,Rel-19/24_series/24539-j20/graph_chunk_entity_relation.graphml,Rel-19,Parameter-entry,filter; filtering
Faulty RF Filters,Static filtering with port-map support entry,Static filtering with port-map support entry,Concept,Static filtering with port-map,chunk-c48fc5d5aa07f9e50ba16e1a0482db1a,../3GPP-trunked/Rel-19/24_series/24539-j20.md3.1,1770204116,Rel-19/24_series/24539-j20/graph_chunk_entity_relation.graphml,Rel-19,Static filtering with port-map support entry,filter; filtering
Faulty RF Filters,Stream filter instance,Stream filter instance,Concept,"Stream filter instance is a parameter-entry of the Stream filter instance table as specified in clause 9.8, referenced by a DS-TT port number value.",chunk-c48fc5d5aa07f9e50ba16e1a0482db1a,../3GPP-trunked/Rel-19/24_series/24539-j20.md3.1,1770204116,Rel-19/24_series/24539-j20/graph_chunk_entity_relation.graphml,Rel-19,Stream filter instance,filter
Faulty RF Filters,Firewall support,Firewall support,Technology,Firewall support refers to the capability of the UPF to filter and control incoming and outgoing network traffic based on predefined security rules. This feature is critical for identifying UPFs with enhanced security capabilities.,chunk-381a4383c3d888ae37864ec619946a62,../3GPP-trunked/Rel-19/23_series/23700-63-j00.md6.2.2,1770204243,Rel-19/24_series/24539-j20/graph_chunk_entity_relation.graphml,Rel-19,Firewall support,filter
Faulty RF Filters,Application specific avatar profile(s) subscription,Application specific avatar profile(s) subscription,Concept,"Application specific avatar profile(s) subscription is a procedure defined in section 7.5.3.5 that enables the VAL server or SEAL CM client to receive notifications about changes to application-specific avatar profiles. The service is provided by the SEAL CM server and involves sending a subscription request with avatar profile identity, user ID, filter criteria (e.g., VAL user location, VAL client type, type of service), and event types (e.g., created, removed, updated). The SEAL CM server authorizes the requester and, upon successful authorization, returns a subscription identity. When an event occurs, the SEAL CM server identifies matching profiles based on the filter criteria and sends a notification to the requesting entity.",chunk-a05fc3d3e0cf95566a12136d73979266,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md7.5.3.5,1770203365,Rel-19/24_series/24543-j10/graph_chunk_entity_relation.graphml,Rel-19,Application specific avatar profile(s) subscription,filter
Faulty RF Filters,SEAL CM client,SEAL CM client,Technology,"SEAL CM client is a system that consumes the application specific avatar profile(s) subscription service. It sends subscription requests to the SEAL CM server to receive notifications about changes to application-specific avatar profiles, including avatar profile identity, user ID, filter criteria, and event types such as creation, removal, or update.",chunk-a05fc3d3e0cf95566a12136d73979266,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md7.5.3.5,1770203378,Rel-19/24_series/24543-j10/graph_chunk_entity_relation.graphml,Rel-19,SEAL CM client,filter
Faulty RF Filters,Avatar download,Avatar download,Concept,"Avatar download is a procedure defined in section 7.7.1.5 that involves the transfer of an avatar from the VAL server to the A-DACM function. It begins with a Download Avatar Request containing Avatar ID, GPSI/External ID of the UE, and Filter/Adaptation information such as VAL information and media adaptations. The A-DACM function checks authorization, performs media adaptation if authorized, and responds with success or failure.",chunk-361b255d51abe345263496951d7939e0,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md7.7.1.5,1770203433,Rel-19/24_series/24543-j10/graph_chunk_entity_relation.graphml,Rel-19,Avatar download,filter
Faulty RF Filters,Filter/Adaptation information,Filter/Adaptation information,Terminology,,chunk-361b255d51abe345263496951d7939e0,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md7.7.1.5,1770203433,Rel-19/24_series/24543-j10/graph_chunk_entity_relation.graphml,Rel-19,Filter/Adaptation information,filter
Faulty RF Filters,Download Avatar Request,Download Avatar Request,UNKNOWN,"The VAL server sends a Download Avatar Request to the A-DACM function with the Avatar ID, GPSI/External ID of the UE, and Filter/Adaptation information (e.g. VAL information, media adaptations).",chunk-361b255d51abe345263496951d7939e0,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md7.7.1.5,1770203438,Rel-19/24_series/24543-j10/graph_chunk_entity_relation.graphml,Rel-19,Download Avatar Request,filter
Faulty RF Filters,get spatial map,get spatial map,Concept,"The get spatial map is a procedure initiated by an authorized consumer (VAL server or SEAL LM client) to retrieve spatial map information from the SEAL LM server. It involves sending a request with requestor ID, spatial map ID, three-dimensional area of interest, localization information, and optionally discovery filters or layer IDs.<SEP>get spatial map is a request procedure initiated by the VAL server or SEAL LM client to the SEAL LM server to retrieve spatial maps based on specified filtering criteria. It includes requestor identity, security credentials, and optional filtering parameters such as Spatial map ID(s), Area of interest, Localization information, Layers information, and Discovery filters.",chunk-01913acad92ce5eea7f4e9e935453b24<SEP>chunk-7b5b08a455aff6ab0cd3aef14df36e64,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md7.8.3.3<SEP>../3GPP-trunked/Rel-19/23_series/23700-21-j10.md7.8.4.3,1770203494,Rel-19/24_series/24543-j10/graph_chunk_entity_relation.graphml,Rel-19,get spatial map,filter; filtering
Faulty RF Filters,Application Id filter,Application Id filter,Terminology,,chunk-2c33a93f15455f7ba3e7a74b43bc2a48,../3GPP-trunked/Rel-19/23_series/23700-63-j00.md6.11.3,1770205167,Rel-19/24_series/24555-j10/graph_chunk_entity_relation.graphml,Rel-19,Application Id filter,filter
Faulty RF Filters,HTTP PATCH request,HTTP PATCH request,Technology,"HTTP PATCH request is a method used by the EEC to send partial updates to the EES for the EEC registration resource, including parameters such as AC profiles or proposed expiry time, and is processed by the EES to modify specific fields in the existing registration information.<SEP>HTTP PATCH request is a method used to partially modify an existing Individual EAS Discovery Subscription resource. It is sent by the EEC to the EES and includes parameters such as EAS discovery filters, EAS dynamic information filters, Service continuity support, or proposed expiry time to be updated in the subscription. The request is processed according to clause 6.3.2.3.3.3.",chunk-4449cf1783a836f014aedfdf5774711b<SEP>chunk-b414ffd36bbb4903f8e295ae628c4bdd,../3GPP-trunked/Rel-19/24_series/24558-j20.md5.2.2.3.2<SEP>../3GPP-trunked/Rel-19/24_series/24558-j20.md5.3.2.5.2,1770208582,Rel-19/24_series/24558-j20/graph_chunk_entity_relation.graphml,Rel-19,HTTP PATCH request,filter
Faulty RF Filters,EasDiscoveryReq,EasDiscoveryReq,Technology,"EasDiscoveryReq is a data structure included in the body of the HTTP POST message sent by the EEC to the EES. It contains EAS discovery filters, UE location, service continuity requirements, EAS selection support indication, EAS instantiation triggering indication, and predicted expiration time.",chunk-1c5f429d3e2a070e659ba129f59d594c,../3GPP-trunked/Rel-19/24_series/24558-j20.md5.3.2.2.2,1770208548,Rel-19/24_series/24558-j20/graph_chunk_entity_relation.graphml,Rel-19,EasDiscoveryReq,filter
Faulty RF Filters,EasDiscoveryFilter,EasDiscoveryFilter,Technology,"EasDiscoveryFilter is a data structure within EasDiscoveryReq that contains EAS discovery filters. It may include the """,chunk-1c5f429d3e2a070e659ba129f59d594c,../3GPP-trunked/Rel-19/24_series/24558-j20.md5.3.2.2.2,1770208548,Rel-19/24_series/24558-j20/graph_chunk_entity_relation.graphml,Rel-19,EasDiscoveryFilter,filter
Faulty RF Filters,EEC updating EAS discovery information subscription at EES,EEC updating EAS discovery information subscription at EES,Concept,"EEC updating EAS discovery information subscription at EES is a procedure where the EEC sends an HTTP PATCH or PUT request to the EES to modify an existing Individual EAS Discovery Subscription. The request uses a resource URI identifying the subscription, with specific clauses defining the message structure: clause 6.3.2.3.3.3 for HTTP PATCH and clause 6.3.2.3.3.1 for HTTP PUT. The PATCH request allows partial modification of parameters such as EAS discovery filters, EAS dynamic information filters, Service continuity support, or proposed expiry time. The PUT request replaces all properties of the existing resource, except for the easId and ueId, which must remain unchanged. Upon receipt, the EES checks the EEC's authorization and verifies that the eecId and ueId in the request match those in the resource. If valid, the EES updates the subscription resource and returns either an HTTP ""200 OK"" with the updated resource representation or an HTTP ""204 No Content"" on success. If the update fails, the EES returns an error response as defined in Table 5",chunk-b414ffd36bbb4903f8e295ae628c4bdd,../3GPP-trunked/Rel-19/24_series/24558-j20.md5.3.2.5.2,1770208582,Rel-19/24_series/24558-j20/graph_chunk_entity_relation.graphml,Rel-19,EEC updating EAS discovery information subscription at EES,filter
Faulty RF Filters,Individual EAS Discovery Subscription,Individual EAS Discovery Subscription,Concept,"Individual EAS Discovery Subscription is a resource identified by a resource URI that represents a subscription for EAS discovery information. It contains properties such as easId, ueId, EAS discovery filters, EAS dynamic information filters, Service continuity support, and expiry time. The subscription is updated via HTTP PATCH or<SEP>Individual EAS Discovery Subscription is a resource managed by the EES that represents a single subscription to EAS discovery notifications, identified by a ""subscriptionId"" in the request URI.",chunk-b414ffd36bbb4903f8e295ae628c4bdd<SEP>chunk-b34e34902a88866a584f1b8cfc4ceb67,../3GPP-trunked/Rel-19/24_series/24558-j20.md5.3.2.5.2<SEP>../3GPP-trunked/Rel-19/24_series/24558-j20.md5.3.2.6.2,1770208589,Rel-19/24_series/24558-j20/graph_chunk_entity_relation.graphml,Rel-19,Individual EAS Discovery Subscription,filter
Faulty RF Filters,discovery filters,discovery filters,Concept,"Discovery filters are criteria included in a discovery request to the MMES, specifying the location area of interest and requirements for spatial mapping information such as type, accuracy, and reporting method.",chunk-948e5710cf1fa020132c6d6a99b072f5,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md7.17.1.3,1770203927,Rel-19/24_series/24571-j10/graph_chunk_entity_relation.graphml,Rel-19,discovery filters,filter
Faulty RF Filters,Spatial anchor discovery procedure,Spatial anchor discovery procedure,Concept,"The Spatial anchor discovery procedure is a process defined in section 7.1.1.2 for discovering spatial anchors in a mobile metaverse environment. It involves a VAL client requesting discovery through the mobile metaverse enabler client (MMEC), which forwards the request to the mobile metaverse enabler server (MMES). The procedure requires pre-conditions including provisioning of spatial anchors and their specific information in the MMES. The discovery request includes client identity, location and service interests, and optional filters such as user preferences and universal discoverable visibility. The MMES validates authorization, determines matching spatial anchors based on filters and access controls, and returns a response with success/failure indication, a list of discovered anchors, and a recommended list. The MMEC caches valid anchors and provides them to the VAL client for service access.",chunk-81162735b6227f60f4236bae016432ac,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md7.1.1.2,1770203121,Rel-19/26_series/26802-j10/graph_chunk_entity_relation.graphml,Rel-19,Spatial anchor discovery procedure,filter
Faulty RF Filters,Mobile Metaverse Enabler Server (MMES),Mobile Metaverse Enabler Server (MMES),Technology,"The Mobile Metaverse Enabler Server (MMES) is a server that stores spatial anchors and their specific information, validates discovery requests, determines matching spatial anchors based on filters and access controls, and responds with discovery results. It interacts with the MMEC and may use external services such as 3GPP Core Network Location Services and SEAL Location Management APIs to obtain location data.<SEP>The Mobile Metaverse Enabler Server (MMES) is a system responsible for managing spatial anchor subscriptions, authorizing requests, monitoring UE location and pose",chunk-9582652938be30d12eb1aac1d1edf81d<SEP>chunk-81162735b6227f60f4236bae016432ac,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md7.1.1.2<SEP>../3GPP-trunked/Rel-19/23_series/23700-21-j10.md7.3.1.3,1770203218,Rel-19/26_series/26802-j10/graph_chunk_entity_relation.graphml,Rel-19,Mobile Metaverse Enabler Server (MMES),filter
Faulty RF Filters,Spatial anchor discovery request,Spatial anchor discovery request,Concept,"Spatial anchor discovery request is a message sent by a MMEC to a MMES for discovering spatial anchor(s). It includes mandatory information elements such as Requestor identity, Requestor security credentials, and optional elements like Location of interest, Spatial anchor discovery filters, Current UE location, Current UE pose, and SA Group ID.",chunk-b4b1e8c29d1caeed6b56aa403ab24696,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md7.1.3.2,1770203122,Rel-19/26_series/26802-j10/graph_chunk_entity_relation.graphml,Rel-19,Spatial anchor discovery request,filter
Faulty RF Filters,Spatial anchor information subscription,Spatial anchor information subscription,Concept,"Spatial anchor information subscription is a procedure defined in section 7.2.3.4 for obtaining notifications about spatial anchor details in metaverse applications. It involves a subscription request from the VAL server or SEAL LM client to the SEAL LM server, including discovery filters such as position and application service identifier. If the request is for a specific spatial anchor, it may include application-specific information like type of service. The SEAL LM server authorizes the requester and, upon authorization, sends a successful response with a subscription identity. The SEAL LM server monitors user location if not already monitoring and, upon event occurrence (e.g., spatial anchor added, removed, or updated), identifies matching spatial anchors from the repository based on the discovery filters. It then sends a notification to the VAL server or SEAL LM client containing a list of spatial anchor details, which may include a recommended list based on the discovery filter, application-specific information, and stored spatial anchors.",chunk-e288ddd4ba7bca2add2cd42d928ddd5b,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md7.2.3.4,1770203189,Rel-19/26_series/26802-j10/graph_chunk_entity_relation.graphml,Rel-19,Spatial anchor information subscription,filter
Faulty RF Filters,VAL client subscription procedure for spatial anchors in range,VAL client subscription procedure for spatial anchors in range,Concept,"The VAL client subscription procedure for spatial anchors in range is a process where a metaverse VAL client subscribes to receive information about spatial anchors of interest that are within a specified range of the user equipment (UE). The procedure requires spatial anchors to be provisioned in the mobile metaverse enabler server and involves the VAL client providing a client identifier, spatial anchor requirements, and detection filters including location area, range, and optional persistent search indication. The procedure includes steps for subscription request, authorization, monitoring of UE location and pose, and notification of spatial anchors entering or exiting the range.",chunk-9582652938be30d12eb1aac1d1edf81d,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md7.3.1.3,1770203218,Rel-19/26_series/26802-j10/graph_chunk_entity_relation.graphml,Rel-19,VAL client subscription procedure for spatial anchors in range,filter
Faulty RF Filters,Spatial anchor of interest discovery filters,Spatial anchor of interest discovery filters,Terminology,,chunk-9582652938be30d12eb1aac1d1edf81d,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md7.3.1.3,1770203218,Rel-19/26_series/26802-j10/graph_chunk_entity_relation.graphml,Rel-19,Spatial anchor of interest discovery filters,filter
Faulty RF Filters,Metaverse VAL server,Metaverse VAL server,Technology,"Metaverse VAL server is a server that sends subscription requests for spatial anchor analytics information to the MMES server and receives responses containing analytics data. It provides a notification endpoint for receiving updates and may include identifiers, security credentials, and filtering criteria in its requests.",chunk-da3089f2f8c780fb51ab0f3d6ebf292d,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md7.4.2.1,1770203256,Rel-19/26_series/26802-j10/graph_chunk_entity_relation.graphml,Rel-19,Metaverse VAL server,filter; filtering
Faulty RF Filters,Get spatial anchor,Get spatial anchor,Concept,"Get spatial anchor is a procedure defined in section 7.2.3.3 for retrieving spatial anchor details in metaverse applications. It is initiated by the VAL server or SEAL LM client and processed by the SEAL LM server. The request includes discovery filters such as user position and application service identifier, and may include application-specific information like service type. The SEAL LM server authorizes the requester, retrieves spatial anchors from a repository based on the filters, and returns a response containing a list of matching spatial anchors.",chunk-ef33a5e505ef79dfc5a4f1d428c28354,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md7.2.3.3,1770203186,Rel-19/26_series/26855-j00/graph_chunk_entity_relation.graphml,Rel-19,Get spatial anchor,filter
Faulty RF Filters,repository,repository,Technology,Repository is a data storage system managed by the SEAL LM server that stores spatial anchors. It is queried by the SEAL LM server based on discovery filters,chunk-ef33a5e505ef79dfc5a4f1d428c28354,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md7.2.3.3,1770203186,Rel-19/26_series/26855-j00/graph_chunk_entity_relation.graphml,Rel-19,repository,filter
Faulty RF Filters,VAL server subscription procedure,VAL server subscription procedure,Concept,"The VAL server subscription procedure is a process defined for obtaining information about UEs with interest in spatial anchors. It extends the capabilities of SEAL LMS by incorporating spatial anchor awareness, allowing a VAL server to detect UEs that have discovered and are within range of or becoming out of range of spatial anchors of interest. The procedure involves a subscription request from a VAL server to the mobile metaverse enabler server (MMES), which includes the VAL server identifier, security credentials, notification endpoint, and detection filters such as spatial anchor identifiers, service identifiers, location areas, and spatial anchor range. The MMES authorizes the request, detects UE interest based on location and mobility data, and sends notifications to the VAL server when UEs enter or exit the spatial anchor range.",chunk-ad174f37347e8ef18249b3d2c22a5f37,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md7.3.1.2,1770203203,Rel-19/26_series/26855-j00/graph_chunk_entity_relation.graphml,Rel-19,VAL server subscription procedure,filter
Faulty RF Filters,performance measurement,performance measurement,Concept<SEP>UNKNOWN,"Performance measurement is a metric defined for one or more sub-counters, and when multiple sub-counters are involved, a Filter is used to specify the desired performance measurement of interest.<SEP>Performance measurement is defined for one or more sub-counters, indicating that sub-counters are the underlying components to which performance measurement is applied",chunk-607a82fc311ca35708b7836bb265949f,../3GPP-trunked/Rel-19/28_series/28552-j30.md4.2.0,1770236216<SEP>1770236271,Rel-19/28_series/28552-j30/graph_chunk_entity_relation.graphml,Rel-19,performance measurement<SEP>performance measurement)##,filter
Faulty RF Filters,Filter,Filter,Concept,"Filter is a mechanism used to select or define a specific performance measurement of interest when multiple sub-counters are involved in the measurement process.<SEP>Filter is a component added to a Performance measurement name to specify conditions or attributes, such as PLMN, 5QI, or other parameters. It consists of a name and one or more values, which can be single, multiple (separated by '|'), or ranges (defined as 'x-y').",chunk-733668f6611471f6167744b15e7c0bbb<SEP>chunk-607a82fc311ca35708b7836bb265949f,../3GPP-trunked/Rel-19/28_series/28552-j30.md4.2.0<SEP>../3GPP-trunked/Rel-19/28_series/28552-j30.md4.2.2,1770237093,Rel-19/28_series/28552-j30/graph_chunk_entity_relation.graphml,Rel-19,Filter,filter
Faulty RF Filters,Filter1,Filter1,Terminology,,chunk-7856d1bda3c649d453c09c50514e287d,../3GPP-trunked/Rel-19/28_series/28552-j30.md4.3,1770236256,Rel-19/28_series/28552-j30/graph_chunk_entity_relation.graphml,Rel-19,Filter1,filter
Faulty RF Filters,FilterN,FilterN,Terminology,,chunk-7856d1bda3c649d453c09c50514e287d,../3GPP-trunked/Rel-19/28_series/28552-j30.md4.3,1770236256,Rel-19/28_series/28552-j30/graph_chunk_entity_relation.graphml,Rel-19,FilterN,filter
Faulty RF Filters,Filter naming,Filter naming,Concept,"Filter naming is a rule for constructing Performance measurement names by appending filter information using the underscore '_' separator or a vendor-specific separator. The format depends on the number of filters and their values, with the base name being the Performance measurement followed by one or more Filter components. The order of filters and values is not important. Filters are structured as NameValue(s), where names correspond to defined filter names for the performance measurement, and values can be single, multiple (separated by '|'), or ranges (defined as 'x-y'). Vendor-specific separators and value formats are also allowed.",chunk-733668f6611471f6167744b15e7c0bbb,../3GPP-trunked/Rel-19/28_series/28552-j30.md4.2.2,1770236257,Rel-19/28_series/28552-j30/graph_chunk_entity_relation.graphml,Rel-19,Filter naming,filter
Faulty RF Filters,Performance measurement,Performance measurement,Concept,"Performance measurement is a metric used to evaluate system performance, and its name can be extended with filters to provide more specific information. It serves as the base component in the naming convention for filtered measurements.",chunk-733668f6611471f6167744b15e7c0bbb,../3GPP-trunked/Rel-19/28_series/28552-j30.md4.2.2,1770236257,Rel-19/28_series/28552-j30/graph_chunk_entity_relation.graphml,Rel-19,Performance measurement,filter
Faulty RF Filters,Separator,Separator,Technology,"Separator is a character or string used to concatenate components in a Performance measurement name. The standard separator is '_', but vendors may define alternative separators for filter appending.",chunk-733668f6611471f6167744b15e7c0bbb,../3GPP-trunked/Rel-19/28_series/28552-j30.md4.2.2,1770236257,Rel-19/28_series/28552-j30/graph_chunk_entity_relation.graphml,Rel-19,Separator,filter
Faulty RF Filters,underscore,underscore,Signal,underscore is the default separator used in filter naming to append filter components to a Performance measurement name. It is explicitly defined as the standard separator in the text.,chunk-733668f6611471f6167744b15e7c0bbb,../3GPP-trunked/Rel-19/28_series/28552-j30.md4.2.2,1770236257,Rel-19/28_series/28552-j30/graph_chunk_entity_relation.graphml,Rel-19,underscore,filter
Faulty RF Filters,multiple values,multiple values,Concept,"Multiple values refer to a list of value entries for a single Filter name, separated by the '|' character. These values can be individual numbers, ranges, or a combination of both, and their order is not significant.",chunk-733668f6611471f6167744b15e7c0bbb,../3GPP-trunked/Rel-19/28_series/28552-j30.md4.2.2,1770236257,Rel-19/28_series/28552-j30/graph_chunk_entity_relation.graphml,Rel-19,multiple values,filter
Faulty RF Filters,value range,value range,Concept,"Value range is a notation used to represent a continuous set of values in a filter, defined as 'x-y', where x and y are numeric bounds. It is used within filter values and can be combined with other value formats.)##
(entity",chunk-733668f6611471f6167744b15e7c0bbb,../3GPP-trunked/Rel-19/28_series/28552-j30.md4.2.2,1770236257,Rel-19/28_series/28552-j30/graph_chunk_entity_relation.graphml,Rel-19,value range,filter
Faulty RF Filters,Performance measurements,Performance measurements,Concept,"Performance measurements are defined for 5G network functions and are used to evaluate the operational efficiency and quality of service of these functions.<SEP>Performance measurements are metrics that can be sub-divided using applicable filters to form new performance measurements or sub counters. They may be defined with or without any applied filter.<SEP>Performance measurements are defined as metrics valid for all gNB deployment scenarios, used to evaluate network performance across various deployment configurations.",chunk-70a5600ac06e0afb21ffdfd229ac00f4<SEP>chunk-1ae317d4275a15b4e9ccc7365feb8e28<SEP>chunk-79fda2450c28528aa1b6f2677b17f377,../3GPP-trunked/Rel-19/28_series/28552-j30.md5<SEP>../3GPP-trunked/Rel-19/28_series/28552-j30.md4.2.1<SEP>../3GPP-trunked/Rel-19/28_series/28552-j30.md5.1.1,1770237092,Rel-19/28_series/28552-j30/graph_chunk_entity_relation.graphml,Rel-19,Performance measurements,filter
Faulty RF Filters,Filters,Filters,Concept,"Filters are used to sub-divide performance measurements into new performance measurements or sub counters. They are identified in each performance measurement definition and may be applied or not applied. When no filter is applied, the performance measurement should exclude the filter extension.",chunk-79fda2450c28528aa1b6f2677b17f377,../3GPP-trunked/Rel-19/28_series/28552-j30.md4.2.1,1770237092,Rel-19/28_series/28552-j30/graph_chunk_entity_relation.graphml,Rel-19,Filters,filter
Faulty RF Filters,Sub counters,Sub counters,Concept,Sub counters are new performance measurements formed by applying filters to existing performance measurements.,chunk-79fda2450c28528aa1b6f2677b17f377,../3GPP-trunked/Rel-19/28_series/28552-j30.md4.2.1,1770237092,Rel-19/28_series/28552-j30/graph_chunk_entity_relation.graphml,Rel-19,Sub counters,filter
Faulty RF Filters,Filter extension,Filter extension,Terminology,"Filter extension refers to the additional component or attribute that is included in a performance measurement when a filter is applied. When no filter is applied, the performance measurement should exclude the filter extension.",chunk-79fda2450c28528aa1b6f2677b17f377,../3GPP-trunked/Rel-19/28_series/28552-j30.md4.2.1,1770237092,Rel-19/28_series/28552-j30/graph_chunk_entity_relation.graphml,Rel-19,Filter extension,filter
Faulty RF Filters,Average delay DL air-interface,Average delay DL air-interface,Concept,"Average delay DL air-interface is a measurement that calculates the arithmetic mean time for packet transmission over the air-interface in the downlink direction. It is optionally calculated per PLMN ID, per QoS level (mapped 5QI or QCI in EN-DC), and per supported S-NSSAI. The measurement is derived from the difference between the time when the last part of an RLC SDU is sent to the UE (confirmed by HARQ ACK in UM mode or RLC ACK in AM mode) and the time when the corresponding RLC SDU part arrives at the MAC layer, divided by the total number of successfully transmitted RLC SDUs. Each measurement value is a real number representing the mean delay in 0.1 milliseconds. The total number of measurement instances multiplied by the number of filter values for all measurements (DL and UL) must not exceed 100. The measurement is valid only for packet-switched traffic and is used for performance assurance within the integrity area (user plane connection quality). It is not available in UM mode if HARQ feedback is disabled for NTN, as specified in 38.321 [32].)##
(entity",chunk-b048ae924188c3bd62766d6ae56f6f73,../3GPP-trunked/Rel-19/28_series/28552-j30.md5.1.1.1.1,1770237092,Rel-19/28_series/28552-j30/graph_chunk_entity_relation.graphml,Rel-19,Average delay DL air-interface,filter
Faulty RF Filters,Distribution of delay DL air-interface,Distribution of delay DL air-interface,Concept,"The Distribution of delay DL air-interface is a measurement that provides the distribution of the time taken for packet transmission over the air-interface in the downlink direction. It is optionally calculated per PLMN ID, per QoS level (mapped 5QI or QCI in EN-DC), and per supported S-NSSAI. The measurement is derived by calculating the downlink delay for an RLC SDU packet as the difference between the time when the last part of the RLC SDU was sent to the UE (confirmed by HARQ ACK in UM mode or RLC ACK in AM mode) and the time when the corresponding RLC SDU part arrived at the MAC layer. The result is used to increment a counter in the appropriate delay range bin. Retransmissions in Acknowledged Mode do not contribute additional entries; only the original transmission is counted. The measurement is an integer representing the number of RLC SDU packets within a specific delay bin. The total number of measurement instances multiplied by the number of filter values (for DL and UL) must not exceed 100. The measurement is valid only for packet-switched traffic and is used for performance assurance in the",chunk-d011af2e0a915878588624f97da5f1e2,../3GPP-trunked/Rel-19/28_series/28552-j30.md5.1.1.1.2,1770237092,Rel-19/28_series/28552-j30/graph_chunk_entity_relation.graphml,Rel-19,Distribution of delay DL air-interface,filter
