matched_terms,entity_id,entity_type,description,source_id,file_path
mobility,LOC_CH,Concept,LOC_CH is an enumeration value of RequestTrigger indicating a location change trigger where the tracking area of the UE has changed. This event is used to initiate policy control requests based on UE mobility across tracking areas.,chunk-e95b1785b2a61140524993109746a4e4,../3GPP-trunked/Rel-19/29_series/29525-j20.md5.6.3.3
mobility,roaming allowed or not allowed for the requested DNN(s) and S-NSSAI(s),Concept,roaming allowed or not allowed for the requested DNN(s) and S-NSSAI(s) is a policy control condition that determines whether roaming is permitted for specific Data Network Names (DNNs) and Single Network Slice Selection Assistance Information (S-NSSAI) values. This condition applies only in roaming scenarios when the Network Function (NF) service consumer is the Access and Mobility Management Function (AMF).,chunk-3c53bdbec1eb071a762ab4edb37aaf09,../3GPP-trunked/Rel-19/29_series/29525-j20.md5.6.3.3
mobility,Access and Mobility Policy Control Service,Concept,"Access and Mobility Policy Control Service is a service defined in the current document, responsible for managing access and mobility policies within a network. It is identified under section 4.)##<SEP>The Access and Mobility Policy Control Service (Npcf_AMPolicyControl) is a service provided by the Policy Control Function (PCF) through the Npcf service-based interface, responsible for managing access and mobility policies.<SEP>The Access and Mobility Policy Control Service is a service defined in 3GPP TS 23.502 [3] and 3GPP TS 23.503 [4], provided by the Policy Control Function (PCF). It delivers access control and mobility management related policies to the NF service consumer and supports policy creation during UE registration, notification of updated subscribed policies, and deletion of the policy context for a UE.",chunk-32751a1e4658ce46bd650400beec0751<SEP>chunk-468bbacec7311b521599e5c330e80399<SEP>chunk-304b635f7bcac2f4557b76f4768c1eac,../3GPP-trunked/Rel-19/29_series/29507-j20.md4<SEP>../3GPP-trunked/Rel-19/29_series/29507-j20.md4.1.2<SEP>../3GPP-trunked/Rel-19/29_series/29507-j20.md4.1.1
mobility,Access and Mobility Management function,Technology<SEP>UNKNOWN,"The Access and Mobility Management function (AMF) is a network function that provides registration management, connection management, reachability management, and mobility management services.<SEP>AMF is the abbreviation for Access and Mobility Management function",chunk-428bf4d8e561ac2e234f5d5ea435881d,../3GPP-trunked/Rel-19/29_series/29507-j20.md4.1.3.2
mobility,Registration management,Concept,Registration management is a service provided by the Access and Mobility Management function (AMF) to handle user equipment registration in the network.,chunk-428bf4d8e561ac2e234f5d5ea435881d,../3GPP-trunked/Rel-19/29_series/29507-j20.md4.1.3.2
mobility,Connection management,Concept,"Connection management is a service provided by the Access and Mobility Management function (AMF) to manage the establishment, maintenance, and release of connections between user equipment and the network.",chunk-428bf4d8e561ac2e234f5d5ea435881d,../3GPP-trunked/Rel-19/29_series/29507-j20.md4.1.3.2
mobility,Reachability management,Concept,"Reachability management is a service provided by the Access and Mobility Management function (AMF) to ensure that user equipment can be reached when needed, such as for incoming calls or messages.",chunk-428bf4d8e561ac2e234f5d5ea435881d,../3GPP-trunked/Rel-19/29_series/29507-j20.md4.1.3.2
mobility,Mobility Management,Concept,"Mobility Management is a service provided by the Access and Mobility Management function (AMF) to manage the movement of user equipment across network areas, ensuring continuous connectivity.",chunk-428bf4d8e561ac2e234f5d5ea435881d,../3GPP-trunked/Rel-19/29_series/29507-j20.md4.1.3.2
mobility,Npcf service-based interface,Technology,The Npcf service-based interface is the interface exposed by the Policy Control Function (PCF) to provide services such as Access and Mobility Policy Control Service (Npcf_AMPolicyControl) to other network functions.,chunk-32751a1e4658ce46bd650400beec0751,../3GPP-trunked/Rel-19/29_series/29507-j20.md4.1.2
mobility,N15 Reference Point,Technology,"The N15 Reference Point is the interface used by the Access and Mobility Management Function (AMF) to access the Access and Mobility Policy Control Service at the Policy Control Function (PCF), particularly in roaming scenarios where it connects the V-PCF in the visited network to the AMF.",chunk-32751a1e4658ce46bd650400beec0751,../3GPP-trunked/Rel-19/29_series/29507-j20.md4.1.2
mobility,policy creation,Concept,Policy creation is a functionality of the Access and Mobility Policy Control Service that is triggered by a request from the NF service consumer during UE registration.,chunk-468bbacec7311b521599e5c330e80399,../3GPP-trunked/Rel-19/29_series/29507-j20.md4.1.1
mobility,notification of updated policies,Concept,Notification of updated policies is a functionality of the Access and Mobility Policy Control Service that informs the NF service consumer about policy updates to which it is subscribed.,chunk-468bbacec7311b521599e5c330e80399,../3GPP-trunked/Rel-19/29_series/29507-j20.md4.1.1
mobility,deletion of the policy context for a UE,Concept,Deletion of the policy context for a UE is a functionality of the Access and Mobility Policy Control Service that removes the stored policy context associated with a specific user equipment (UE).,chunk-468bbacec7311b521599e5c330e80399,../3GPP-trunked/Rel-19/29_series/29507-j20.md4.1.1
mobility,EventNotify for a single UE,Concept,"EventNotify for a single UE is a procedure supported by the EventNotify service operation, where notifications are sent to one individual user equipment device.<SEP>EventNotify for a single UE is a service operation used during specific location procedures including Deferred 5GC-MT-LR for periodic, triggered, and UE available location events, Unified Location Service Exposure Procedure without routing by a UDM, and SL-MT-LR procedures for periodic and triggered location events. It enables the consumer NF (e.g., (H)GMLC, NEF, NWDAF) to receive notifications about geodetic and optionally local or civic location, completion or activation of deferred location, mobility of a target UE to a new AMF/MME, active state of location reporting over user plane, or statistics on location reporting over user plane when certain events are detected.",chunk-98f950dbce618918a1cf843a60af0b6e<SEP>chunk-f0d8861b91c2ae52e4dc7cfbe4aaf81e,../3GPP-trunked/Rel-19/29_series/29515-j20.md5.2.2.5.1<SEP>../3GPP-trunked/Rel-19/29_series/29515-j20.md5.2.2.5.2
mobility,Mobility Management Entity,Technology,Mobility Management Entity (MME) is a core network component in the Evolved Packet System responsible for managing mobility and session management for user equipment. It interacts with the Home Subscriber Server (HSS) and CSG Subscriber Server (CSS) via Diameter-based interfaces.,chunk-d3822f8fe35a0d6dab4c5a6136dd02e1,../3GPP-trunked/Rel-19/29_series/29272-j10.md1
mobility,Serving GPRS Support Node,Technology,"Serving GPRS Support Node (SGSN) is a core network component in the GPRS network that manages packet data sessions and mobility for user equipment. It supports the S4 interface and may also support Gn and Gp interfaces, depending on the SGSN type.",chunk-d3822f8fe35a0d6dab4c5a6136dd02e1,../3GPP-trunked/Rel-19/29_series/29272-j10.md1
mobility,MME-HSS,Application,"MME-HSS is a Diameter-based interface used for communication between the Mobility Management Entity (MME) and the Home Subscriber Server (HSS), supporting the S6a reference point for authentication, subscription data retrieval, and mobility management.",chunk-d3822f8fe35a0d6dab4c5a6136dd02e1,../3GPP-trunked/Rel-19/29_series/29272-j10.md1
mobility,MME-CSS,Application,"MME-CSS is a Diameter-based interface used for communication between the Mobility Management Entity (MME) and the CSG Subscriber Server (CSS), supporting the S7a reference point for handling Closed Subscriber Group (CSG) subscription data and access control.",chunk-d3822f8fe35a0d6dab4c5a6136dd02e1,../3GPP-trunked/Rel-19/29_series/29272-j10.md1
mobility,SGSN-HSS,Application,"SGSN-HSS is a Diameter-based interface used for communication between the Serving GPRS Support Node (SGSN) and the Home Subscriber Server (HSS), supporting the S6d reference point for GPRS subscription data retrieval and mobility management.",chunk-d3822f8fe35a0d6dab4c5a6136dd02e1,../3GPP-trunked/Rel-19/29_series/29272-j10.md1
mobility,N26 interface,Technology,N26 interface is a standardized interface used between the MME and the SMF to support seamless mobility and data forwarding during EPS to 5GS idle mode transitions.<SEP>N26 interface is a standardized interface used for interworking between EPC (EPS) and 5GC (5GS) to support seamless mobility and data forwarding during handover.,chunk-e7384be5d0d4d9095ea56b05c939b692<SEP>chunk-e158a55fe4f8518fa11959d4fc32d67b,../3GPP-trunked/Rel-19/29_series/29502-j20.md5.2.2.2.2
mobility,EPS to 5GS Idle mode mobility,Concept,"EPS to 5GS Idle mode mobility is a procedure enabling a UE to transition from EPS to 5GS in idle mode, including scenarios with data forwarding or handover using the N26 interface, defined in clauses 4.11.1, 4.23.12.3, 4.23.12.5, and 4.23.12.7 of 3GPP TS 23.502 [3].",chunk-8c271a8a9069cfb4685bb09a12ac678a,../3GPP-trunked/Rel-19/29_series/29502-j20.md5.2.2.2.1
mobility,Get service operation,Concept,"The Get service operation is a procedure used to retrieve various types of subscription and context data from network functions. It supports multiple data retrieval operations including Slice Selection, Access and Mobility, SMF Selection, Session Management, SMS, UE Context, Trace, LCS Privacy, Group Identifier Translation, Enhanced Coverage Restriction, V2X, ProSe, 5MBS, User Consent, Time Synchronization, Ranging and Sidelink Positioning, A2X, and related data sets.",chunk-39db5e27c7d154097d4c92d610fe4d92,../3GPP-trunked/Rel-19/29_series/29503-j20.md5.2.2.2.1
mobility,Access and Mobility Subscription Data Retrieval,Concept,"Access and Mobility Subscription Data Retrieval is a procedure using the Get service operation to retrieve subscription data related to access and mobility management for a UE.<SEP>Access and Mobility Subscription Data Retrieval is a service operation where the NF service consumer (e.g. AMF) requests the UE's Access and Mobility Subscription Data from the UDM. The request includes the UE's identity ({/supi}), the type of requested information (/am-data), and query parameters such as supported-features, plmn-id, and shared-data-ids. The response may include the data in a 200 OK message, or error codes like 404 Not Found if no valid subscription data exists. In cases of Indirect Network Sharing, the PLMN ID is set to the selected PLMN ID. The UDM may also include a list of shared AccessAndMobilitySubscriptionData not available at the consumer if not specified in the query. The UDM may initiate a timer to wait for SoR information from SOR-AF and respond before expiration, following behavior in clause C.2 of 3GPP TS 23.122 [20]. If UDM supports SOR-CMCI, it indicates this in the response and updates AuthenticationSoR via Nudr_DataRepository service, based on usim",chunk-ac79bde835fc6edc9527f22d55c83e5b<SEP>chunk-39db5e27c7d154097d4c92d610fe4d92,../3GPP-trunked/Rel-19/29_series/29503-j20.md5.2.2.2.1<SEP>../3GPP-trunked/Rel-19/29_series/29503-j20.md5.2.2.2.3
mobility,AccessAndMobilitySubscript,Concept,"AccessAndMobilitySubscript is a resource defined in section 5.2.3, related to access and mobility management in the context of subscription data.)##",chunk-2a9793dcc32592a1954c2b977987c2dd,../3GPP-trunked/Rel-19/29_series/29505-j20.md5.2.3
mobility,new AMF,Technology,The new AMF is the entity that assumes the role of the Access and Mobility Management Function after relocation and is responsible for initiating the policy association update with the (V-)PCF.,chunk-bbc331a4c9488f2cb5ba41d37547226b,../3GPP-trunked/Rel-19/29_series/29525-j20.md4.2.3.4
mobility,old AMF,Technology,The old AMF is the previous Access and Mobility Management Function that transfers the resource URI of,chunk-bbc331a4c9488f2cb5ba41d37547226b,../3GPP-trunked/Rel-19/29_series/29525-j20.md4.2.3.4
mobility,UE context,Concept,"UE context is a data structure that contains information about a User Equipment (UE) during mobility and session management. It includes event subscriptions, SNPN Onboarding indication, AM policy association, UE policy association, UE policy container, and Network Slice Deregistration Inactivity Timer information. The UE context is transferred between AMFs during mobility procedures and must be updated based on the target AMF's capabilities and policies.",chunk-b9b6813da9caa3bf7ecb6eaaf4e74a55,../3GPP-trunked/Rel-19/29_series/29518-j20.md5.2.2.2.1.1
mobility,source AMF,Technology,source AMF is the Access and Mobility Management Function that sends the UE context during mobility procedures. It transfers supported P,chunk-b9b6813da9caa3bf7ecb6eaaf4e74a55,../3GPP-trunked/Rel-19/29_series/29518-j20.md5.2.2.2.1.1
mobility,AccessAndMobilityPolicyData,Resource,"AccessAndMobilityPolicyData is a resource defined in section 5.2.3, used for managing access and mobility policies in a network context.)##<SEP>AccessAndMobilityPolicyData is a resource that retrieves access and mobility policy data for a subscriber, accessible via GET, and can be modified via PATCH if the ""AccessAndMobilityPolicyDataModify"" feature is supported.",chunk-401b4ba4cf2847318583534cb6403e5d<SEP>chunk-027a026c9e4cd4b22880004ffe7760b2,../3GPP-trunked/Rel-19/29_series/29519-j20.md5.2.3<SEP>../3GPP-trunked/Rel-19/29_series/29519-j20.md5.2.2
mobility,PolicyDataForIndividualUe,Resource,"PolicyDataForIndividualUe is a resource that retrieves multiple policy data sets-access and mobility policy data, UE policy set data, session management policy data, usage monitoring data, and operator specific policy data-for a specific subscriber identified by ueId.",chunk-401b4ba4cf2847318583534cb6403e5d,../3GPP-trunked/Rel-19/29_series/29519-j20.md5.2.2
mobility,"Operation, Administration, and Maintenance",Technology,"Operation, Administration, and Maintenance (OAM) is a technology that supports receiving slice load level information, observed service experience, NF load information, network performance information, UE mobility information, UE communication information, expected UE behaviour information (including UE mobility and/or UE communication), abnormal UE behaviour information, and signalling storm information from the NWDAF.",chunk-c8a76c0a996b22231c0ea1e5bce72885,../3GPP-trunked/Rel-19/29_series/29520-j21.md4.2.1.3.2
mobility,AM Policy Authorization,Concept,AM Policy Authorization is a procedure defined in section 4.4.26 that involves the authorization of access and mobility policies. It is part of a larger set of procedures related to policy control and management in a network environment.,chunk-bd3134356f5db357d3fdf5ef122e7a0c,../3GPP-trunked/Rel-19/29_series/29522-j20_0_cover.md4.4.26
mobility,Procedures for AF triggered Access and Mobility Influence,Concept<SEP>UNKNOWN,Procedures for AF triggered Access and Mobility Influence is a set of procedures defined in section 4.4.27 that govern the interaction between the Application Function (AF) and the network to influence access and mobility decisions. These procedures are associated with the handling of access and mobility control based on AF triggers.<SEP>The Procedures for AF triggered Access and Mobility Influence are initiated by the Application Function (AF) to influence access and mobility decisions,chunk-3c393f57cfe768bbce0b4ed457c33345,../3GPP-trunked/Rel-19/29_series/29522-j20_0_cover.md4.4.27
mobility,Nnef_MSEventExposure,Service,"Nnef_MSEventExposure is a service provided by the NEF Northbound interface, used for exposing mobility session events. It maps to the Nnef_EventExposure service and is applicable when the event consumer AF is deployed outside the trusted domain, as described in 3GPP TS 26.531 [59], and the subscribed event is one of ""MS_QOE_METRICS"", ""MS_CONSUMPTION"", ""MS_NET_ASSIST_INVOCATION"", ""MS_DYN_POLICY_INVOCATION"", or ""MS_ACCESS_ACTIVITY"".",chunk-560b66bbd4aed9722166ad92e454bb21,../3GPP-trunked/Rel-19/29_series/29522-j20_1_Main-Body_s00_s07.md4.1
mobility,Npcf_UEPolicyControl_Update,Concept,"Npcf_UEPolicyControl_Update is a service operation that updates a UE Policy Association and provides corresponding policies to the NF service consumer when policy control request triggers are met or when the AMF is relocated due to UE mobility and the old PCF is selected. It is initiated by an NF service consumer, such as AMF or V-PCF in a roaming case.",chunk-7d3797cbc11ef253614ec44776afbfde,../3GPP-trunked/Rel-19/29_series/29525-j20.md4.2.1
mobility,Initial Registration,Concept,"Initial Registration is a procedure performed by the UE when first connecting to the network, which triggers the provisioning of UE policy sections and the transmission of the ""UE STATE INDICATION"" message during 5GS registration after mobility from EPS.",chunk-2fe90111b54b2a04bd9c172b3c1cc761,../3GPP-trunked/Rel-19/29_series/29525-j20.md4.2.2.2.1.1
mobility,5GS Registration,Concept,"5GS Registration is the process by which a UE registers with the 5G System, occurring during mobility from EPS to 5",chunk-2fe90111b54b2a04bd9c172b3c1cc761,../3GPP-trunked/Rel-19/29_series/29525-j20.md4.2.2.2.1.1
mobility,5GS to EPS mobility with N26,Concept,"5GS to EPS mobility with N26 is a scenario where a UE transitions from 5G System (5GS) to Evolved Packet System (EPS) using the N26 interface, and is determined by the ""5gsToEpsMob"" attribute in the PCF. The PCF recovers UE Policy Association data from the AMF, including UE Policy Sections, URSP enforcement indication, OSId(s), and subscribed Policy Control Triggers, to manage policy continuity during the handover.",chunk-6c0ab58520b198734fb060822de4cafd,../3GPP-trunked/Rel-19/29_series/29525-j20.md4.2.2.2.1.1
mobility,UE Policy Section,Concept,"UE Policy Section is a component of the UE Policy Association that includes UPSCs and related URSP sections provided by the home PLMN to the UE, and is used to manage policy enforcement during 5GS to EPS mobility.",chunk-6c0ab58520b198734fb060822de4cafd,../3GPP-trunked/Rel-19/29_series/29525-j20.md4.2.2.2.1.1
mobility,MOBILITY_AND_COMMUN,Terminology,,chunk-a722cbadbe0e36d207b333dfa36eecce,../3GPP-trunked/Rel-19/29_series/29552-j20.md5.7.9
mobility,Npcf_AMPolicyControl_Create/Update,Technology,"Npcf_AMPolicyControl_Create/Update is a service operation used by AMF to create or update an Access and Mobility Policy Association for a UE, and may include IDs of NWDAFs containing AnLF and their associated Analytic IDs.",chunk-21fcd191d78ceaac4280443f6edb1ad4,../3GPP-trunked/Rel-19/29_series/29552-j20.md5.8.4
mobility,5.2.2.4,UNKNOWN<SEP>Terminology,"Revocation Notif involves the AMF in the process of managing access and mobility, specifically for revoking permissions or credentials",chunk-f56c6763443ff2ca5facd92bcfacc50a<SEP>chunk-cdb777c4d7b64103b6f86490de3f4647,../3GPP-trunked/Rel-19/29_series/29526-j00.md5.2.2.4<SEP>../3GPP-trunked/Rel-19/29_series/29504-j20.md5.2.2.4
mobility,Nnssaaf_AIW,Concept,"Nnssaaf_AIW is a defined entity in the context of the document, referenced under section 5.3. It is associated with the AMF (Access and Mobility Management Function) and appears to be related to an interface or service within the 5G core network architecture.<SEP>Nnssaaf_AIW is a service entity that supports various service operations as outlined in Table 5.3.1-1.",chunk-b209fe8893ac2622d54442ab3cc5dffa<SEP>chunk-ecdfbac30f7e9a4de42058eb666ab190,../3GPP-trunked/Rel-19/29_series/29526-j00.md5.3<SEP>../3GPP-trunked/Rel-19/29_series/29526-j00.md5.3.2.1
mobility,AMF relocation scenarios,Concept,"AMF relocation scenarios refer to situations where the Access and Mobility Management Function (AMF) is being relocated, and during such scenarios, alternate or backup IP addresses and FQDNs may be provided for notification delivery.",chunk-12beb8edc4647db0f270be9a61933ed9,../3GPP-trunked/Rel-19/29_series/29525-j20.md4.2.3.1
mobility,relocation,Concept,"relocation is a process or procedure that involves the movement or transfer of a user equipment or session from one network entity to another, typically in the context of mobility management within a telecommunications network.)##",chunk-48b915f7428774fbbf609b95ee8bda24,../3GPP-trunked/Rel-19/29_series/29525-j20.md4.2.3.2
mobility,5gsToEpsMob,Concept,"5gsToEpsMob is a boolean attribute that, when set to true, indicates the creation of a UE Policy Association is triggered by a 5GS to EPS mobility scenario. The default value is false.",chunk-4407d1f08efad43346bc4dd3887632d3,../3GPP-trunked/Rel-19/29_series/29525-j20.md5.6.2.3
mobility,Analytics Subscription Transfer,Concept,"Analytics Subscription Transfer is a procedure initiated by a source NWDAF instance to transfer analytics subscriptions to a target NWDAF instance using the Nnwdaf_EventsSubscription_Transfer service operation. It is triggered when the NWDAF service consumer may change concurrently, such as due to UE mobility, and involves steps including determination of transfer eligibility, NWDAF discovery, request transmission, acceptance, and notification to the service consumer. The procedure is applicable across NF Sets or when the NWDAF is not deployed in a set.>",chunk-42a7d6f0c010a9d98f1474d19a32adcf,../3GPP-trunked/Rel-19/29_series/29552-j20.md5.4.2
mobility,Prepared analytics subscription transfer,Concept,"Prepared analytics subscription transfer is a procedure used by a NWDAF instance to request another NWDAF instance to prepare for transferring analytics subscriptions from the source NWDAF instance, utilizing the Nnwdaf_EventsSubscription_Transfer service operation. This procedure is initiated when the source NWDAF determines it needs to transfer analytics due to UE mobility, internal load resolution, or graceful shutdown. The procedure involves steps such as selecting a target NWDAF, sending a PREPARE request, and optionally transferring analytics context information. The transfer can be completed via HTTP PUT with ""transReqType"" set to ""TRANSFER"" or canceled via HTTP DELETE.",chunk-f5c76b2aa1c4bf368767ab26aa59c0be,../3GPP-trunked/Rel-19/29_series/29552-j20.md5.4.3
mobility,Access and Mobility Subscription Data Retrieval service operation,Terminology,,chunk-29f5df628baee0d2f46370cd2cb1077e,../3GPP-trunked/Rel-19/29_series/29525-j20.md4.2.2.1
mobility,EpsUrsp feature,Concept,"EpsUrsp feature is a capability described in clause 5.8 of 3GPP TS 29.512 [31] that enables the PCF to establish a UE Policy Association with the (V-)PCF for the UE for the delivery of URSP only, under specific conditions such as during 5GS to EPS mobility with N26 or during initial attach with default PDN connection.",chunk-c0db4ac304c1890e9258d42a854eed65,../3GPP-trunked/Rel-19/29_series/29525-j20.md4.2.2.1
mobility,5G connection and mobility charging,Concept,"5G connection and mobility charging is a charging service specified in TS 32.256 [31], related to the present document and part of the broader 3GPP charging framework.",chunk-291d36069150ae5b92c67bd0c311e3c2,../3GPP-trunked/Rel-19/32_series/32291-j20.md1
mobility,Access and Mobility Data,Data,"Access and Mobility Data is a data set accessible through the ""nudr-dr:exposure-data:access-and-mobility-data:create"", ""read"", and ""modify"" permissions, allowing creation, reading, and updating of the data.",chunk-023c57b9b663fd8351733fb47d496ceb,../3GPP-trunked/Rel-19/29_series/29504-j20.md6.1.7
mobility,OpSpecAmPolicyData,Concept,"OpSpecAmPolicyData is a feature indicating support for operator-specific data changes in the AccessAndMobilityPolicyData resource, and applies to the AM Policy Data resource as specified in 3GPP TS 29",chunk-43e2f431efcea8bd3eb6380c092ebdf2,../3GPP-trunked/Rel-19/29_series/29504-j20.md6.1.8
mobility,SLAMUP,Concept,"SLAMUP is a feature indicating support for Spending Limits for Access and Mobility (AM) policies and UE policies in the 5GC, and applies to the Policy Data resource as specified in 3GPP TS 29.519 [3]. This feature requires the support of the CHFInformation feature.",chunk-43e2f431efcea8bd3eb6380c092ebdf2,../3GPP-trunked/Rel-19/29_series/29504-j20.md6.1.8
mobility,MME functions,Concept,"MME functions are the core network functionalities implemented by the MME Application, responsible for managing mobility, session management, and authentication in the LTE network.",chunk-3497bf2a8e0edc287f6f76df4d4387ed,../3GPP-trunked/Rel-19/33_series/33116-j00.md3.1
mobility,EPS interworking,Concept,"3GPP TS 23.501 [7]<SEP>3GPP TS 23.502 [10<SEP>EPS interworking refers to the integration and coordination between the 5G Core Network (5GC) and the Evolved Packet System (EPC)/E-UTRAN, enabling seamless mobility and service continuity for MC service UEs.",chunk-c21e3fcd07c932238d16bb31c368e6ae<SEP>chunk-8060034489eb43cff2173aae2b8c02e1,../3GPP-trunked/Rel-19/23_series/23289-j50.md4.9.1<SEP>../3GPP-trunked/Rel-19/23_series/23289-j50.md4.9.2
mobility,inter-system mobility,Concept,Inter-system mobility is the ability of a mobile communication device (MC service UE) to move between different,chunk-c21e3fcd07c932238d16bb31c368e6ae,../3GPP-trunked/Rel-19/23_series/23289-j50.md4.9.2
mobility,MCPTT services,Concept,"MCPTT services are a type of MC service that requires seamless session continuity during inter-system mobility between 5GC and EPC/E-UTRAN, particularly when transitioning via the N26 interface between AMF in 5GC and MME in EPC.",chunk-c21e3fcd07c932238d16bb31c368e6ae,../3GPP-trunked/Rel-19/23_series/23289-j50.md4.9.2
mobility,notification capabilities,Concept,"Notification capabilities are features that allow the MC system to receive alerts or updates from the network regarding specific events related to EPS interworking, such as mobility or session state changes.",chunk-c21e3fcd07c932238d16bb31c368e6ae,../3GPP-trunked/Rel-19/23_series/23289-j50.md4.9.2
mobility,5G Multicast-Broadcast Service,Concept,"5G Multicast-Broadcast Service (MBS) is a service designed to provide efficient downlink delivery of user traffic for mission critical (MC) group communications. It supports both broadcast and multicast MBS sessions, which consist of one or more QoS flows to meet different service requirements. MBS sessions are established to deliver user data in downlink to multiple MC users, either through point-to-point or point-to-multipoint transmission over the radio. The service area for broadcast or local MBS sessions is configured via the MBS session. MBS enhances reliability and minimizes data loss due to mobility and handover. It enables simultaneous reception of MBS and unicast traffic by MC service UEs, with broadcast MBS sessions accessible regardless of the UE's RRC state, while multicast sessions are only available in RRC-CONNECTED or RRC-INACTIVE states.",chunk-3abeff746b0dd029d0d7cd771680e88e,../3GPP-trunked/Rel-19/23_series/23289-j50.md4.7.1
mobility,Access and Mobility Related Policy Control Requirements,UNKNOWN,The Policy Control Framework fulfills the Access and Mobility Related Policy Control Requirements as defined in section,chunk-33917c16d1a14530c5e0dbab504bc8ee,../3GPP-trunked/Rel-19/23_series/23503-j30.md4.2.1
mobility,Policy Control Framework,UNKNOWN,The Policy Control Framework fulfills the Access and Mobility Related Policy Control Requirements as defined in section,chunk-33917c16d1a14530c5e0dbab504bc8ee,../3GPP-trunked/Rel-19/23_series/23503-j30.md4.2.1
mobility,3GPP core network,Organization,"3GPP core network is the network infrastructure responsible for managing session control, mobility, and connectivity for UEs, and receives indications from the MC service server regarding UE state preferences for MBS sessions.",chunk-e6e76798ddfe42ff2fcaf2c187fef004,../3GPP-trunked/Rel-19/23_series/23289-j50.md7.3.4.1
mobility,Inter-system mobility,Concept,"Inter-system mobility is a procedure defined in 3GPP TS 23.501 [7] for 5GS/EPS capable MC service UEs, enabling seamless handover between 5GS and EPS during inter-system change. It ensures that the MC service server remains unaware of the change, maintaining continuity of control plane functions such as PCF and user plane functions such as UPF + PGW-U. The procedure is applicable when the MC service UE is registered to a 5GS supporting EPS interworking for MC services and is capable of operating in both 5GS and EPS.",chunk-8ef15923a56e598d9a1890b9f1d03f1b,../3GPP-trunked/Rel-19/23_series/23289-j50.md7.4.2
mobility,5G SE AV,Concept,"5G SE AV is the 5G Serving Environment Authentication Vector, used in the serving network to authenticate User Equipment and support secure session establishment during mobility.",chunk-7126c17da1a7594469e302a8634b826f,../3GPP-trunked/Rel-19/33_series/33501-j20.mdNone
mobility,3GPP TR 21.,UNKNOWN,5GC stands for 5G Core Network and is a key component of the 5G network architecture responsible for managing core network functions such as session management and mobility.,chunk-6fc5c284ad3012e3d7d62281f2e2dd6f,../3GPP-trunked/Rel-19/33_series/33511-j10.md3.2
mobility,Access and Mobility Management,Concept,Access and Mobility Management is a functional area related to policy control that triggers a request for policy information from the AMF to the PCF when a Policy Control Request Trigger is met.,chunk-0831223c8c3b19af27f8b24aa7acebad,../3GPP-trunked/Rel-19/23_series/23503-j30.md5.3.3
mobility,adaptive reporting,Concept,"Adaptive reporting is a feature enabled by the VAL server that allows dynamic adjustment of location reporting configuration based on mobility statistics and predictions. It supports two modes: ""DIRECT UPDATE"" and ""SUGGESTIVE UPDATE"".",chunk-3374ca91c9600a309da6ea20db773a8b,../3GPP-trunked/Rel-19/23_series/23700-72-j00.md6.11.2.1
mobility,DIRECT UPDATE,Concept,"DIRECT UPDATE is a mode of adaptive reporting where the location management server determines the reporting configuration based on VAL service ID, VAL server ID, and retrieved mobility statistics and predictions of location management client 1. It may adjust report frequency, location accuracy, or positioning method based on UE mobility patterns.",chunk-3374ca91c9600a309da6ea20db773a8b,../3GPP-trunked/Rel-19/23_series/23700-72-j00.md6.11.2.1
mobility,location area,Concept,Location area is a geographical region defined in mobile network architecture where user equipment (UE) is managed for location tracking and mobility purposes. It is used as a boundary for retrieving UE location data in the Geofencing UE(s) information request/response procedure.,chunk-52b5704d731654f065d89f583bed1fd1,../3GPP-trunked/Rel-19/23_series/23700-72-j00.md6.2.1.3
mobility,handover scenarios within 5G system,Concept,"Handover scenarios within the 5G system refer to mobility procedures where a UE transitions between network nodes, potentially involving cryptographic key size negotiation and security continuity when both 128-bit and 256-bit algorithms are supported.",chunk-32c6b74ee573d163b89286f0871cb030,../3GPP-trunked/Rel-19/33_series/33700-41-j00.md1
mobility,SMF selection management,Concept,"SMF selection management is a policy control requirement related to the selection of the Session Management Function (SMF) for a PDU Session, governed by the Policy Control Function (PCF) and involving interactions with the Access and Mobility Management Function (AMF).",chunk-868f4d57ada8271134073464c8a3eba0,../3GPP-trunked/Rel-19/23_series/23503-j30.md4.2.5
mobility,UAM,Technology,"UAM refers to Urban Air Mobility, a concept involving the use of aerial vehicles for transportation within urban environments. The document examines security and privacy challenges associated with UAM, particularly in relation to network-assisted systems and interactions between service providers and air traffic management functions.",chunk-9dd52969d7292fc39196a5a571965912,../3GPP-trunked/Rel-19/33_series/33759-j00.md1
mobility,Eees_AppContextRelocation_I,Concept,"Eees_AppContextRelocation_I is a context relocation procedure defined in section 5.5.2.3, associated with the handling of application context during mobility or service continuity. It is part of a larger system or protocol involving entity relocation and state transfer.",chunk-1cf44beebb8a5f22f8d7df1439b2b8b4,../3GPP-trunked/Rel-19/24_series/24558-j20.md5.5.2.3
frequency offset,f,Terminology,"Frequency, representing the carrier frequency or a frequency offset in the context of RF bandwidth and emission measurements.",chunk-2ffc17a82213d3493dfe0a91faad86f6,../3GPP-trunked/Rel-19/37_series/37104-j00.md3.2
frequency offset,CFO correction,Concept,"CFO correction is a process performed on a slot-by-slot basis to adjust for carrier frequency offset, using a common frequency correction applied to both antenna outputs.",chunk-263a496daaae4e282d13c61a7f83f4ab,../3GPP-trunked/Rel-19/38_series/38101-1-j10_sAnnexes.md3
