node_id,entity_id,entity_type,description,source_id,file_path,created_at,source_file,release,raw_entity_id
location of interest,location of interest,Concept,Location of interest is a criterion used to discover User Equipment (UE) capable of providing spatial mapping information. It defines the geographical area where spatial mapping data is required or relevant.,chunk-f9665de66b1ea1334070dc07e416d661,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md7.17.1.1,1770203924,Rel-19/24_series/24571-j10/graph_chunk_entity_relation.graphml,Rel-19,location of interest
5G-enabled traffic,5G-enabled traffic,Concept,"5G-enabled traffic refers to traffic systems that leverage 5G technology for enhanced connectivity, real-time data exchange, and support for advanced applications such as spatial mapping and dynamic resource allocation.",chunk-ac1b34b85e7638e52ed1ccacebb8cdba,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md7.18,1770203924,Rel-19/24_series/24571-j10/graph_chunk_entity_relation.graphml,Rel-19,5G-enabled traffic
spatial maps,spatial maps,Concept,"Spatial maps are detailed representations of physical environments used by providers to track, manage, and optimize traffic systems, particularly in the context of 5G-enabled infrastructure.",chunk-ac1b34b85e7638e52ed1ccacebb8cdba,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md7.18,1770203924,Rel-19/24_series/24571-j10/graph_chunk_entity_relation.graphml,Rel-19,spatial maps
providers,providers,Organization,"Providers are entities responsible for maintaining spatial maps and supporting 5G-enabled traffic systems through infrastructure deployment, data management, and service delivery.",chunk-ac1b34b85e7638e52ed1ccacebb8cdba,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md7.18,1770203924,Rel-19/24_series/24571-j10/graph_chunk_entity_relation.graphml,Rel-19,providers
UE location information,UE location information,Concept,"UE location information is the geographical location data of a user equipment, obtained by the MMES through external services such as 3GPP Core Network Location Services (NEF) or SEAL Location Management APIs, to support provider determination.",chunk-948e5710cf1fa020132c6d6a99b072f5,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md7.17.1.3,1770203924,Rel-19/24_series/24571-j10/graph_chunk_entity_relation.graphml,Rel-19,UE location information
discovery filters,discovery filters,Concept,"Discovery filters are criteria included in a discovery request to the MMES, specifying the location area of interest and requirements for spatial mapping information such as type, accuracy, and reporting method.",chunk-948e5710cf1fa020132c6d6a99b072f5,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md7.17.1.3,1770203927,Rel-19/24_series/24571-j10/graph_chunk_entity_relation.graphml,Rel-19,discovery filters
3GPP Core Network Location Services,3GPP Core Network Location Services,Technology,3GPP Core Network Location Services are exposed by the NEF and used to obtain location information about the UE as described in 3GPP TS 23,chunk-fb039a773b46e533a85bad7edb26aa3b,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md7.17.1.2,1770203928,Rel-19/24_series/24571-j10/graph_chunk_entity_relation.graphml,Rel-19,3GPP Core Network Location Services
spatial mapping information provider registration,spatial mapping information provider registration,Concept,"The spatial mapping information provider registration is a procedure that allows a consenting VAL client (e.g., UE) to register as a provider of spatial mapping information, making it discoverable by authorized consumers. The registration is initiated by the MMEC sending a request to the MMES, which authorizes and stores the provider details.",chunk-fb039a773b46e533a85bad7edb26aa3b,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md7.17.1.2,1770203928,Rel-19/24_series/24571-j10/graph_chunk_entity_relation.graphml,Rel-19,spatial mapping information provider registration
spatial mapping information provider registration request,spatial mapping information provider registration request,Signal,"A signal sent from the MMEC to the MMES to register a spatial mapping information provider. It includes a UE identifier, spatial information details (e.g., identifier, type, position, state, accuracy), and optionally a VAL client identifier.",chunk-fb039a773b46e533a85bad7edb26aa3b,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md7.17.1.2,1770203928,Rel-19/24_series/24571-j10/graph_chunk_entity_relation.graphml,Rel-19,spatial mapping information provider registration request
spatial mapping information provider registration response,spatial mapping information provider registration response,Signal,A signal sent from the MMES to the MMEC to indicate the success or failure of the spatial mapping information provider registration process.,chunk-fb039a773b46e533a85bad7edb26aa3b,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md7.17.1.2,1770203928,Rel-19/24_series/24571-j10/graph_chunk_entity_relation.graphml,Rel-19,spatial mapping information provider registration response
endpoint information,endpoint information,Concept,Endpoint information is the communication address or interface details provided in,chunk-948e5710cf1fa020132c6d6a99b072f5,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md7.17.1.3,1770203928,Rel-19/24_series/24571-j10/graph_chunk_entity_relation.graphml,Rel-19,endpoint information
spatial mapping information provider,spatial mapping information provider,Concept,"A spatial mapping information provider is a registered entity that supplies spatial mapping information, such as data from LiDAR cameras, RGB-D cameras, or high-resolution cameras, with specified accuracy and reporting types like one-time, periodic, or continuous stream.<SEP>A spatial mapping information provider is a consenting VAL client, such as a UE, that registers to offer spatial mapping information to authorized consumers. It must initiate the registration process and provide details including UE identifier, spatial information type (e.g., LiDAR camera, RGB-D camera, high-resolution cameras), position (geographic or localization), state (availability), accuracy, and optionally a VAL client identifier.",chunk-948e5710cf1fa020132c6d6a99b072f5<SEP>chunk-fb039a773b46e533a85bad7edb26aa3b,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md7.17.1.3<SEP>../3GPP-trunked/Rel-19/23_series/23700-21-j10.md7.17.1.2,1770203929,Rel-19/24_series/24571-j10/graph_chunk_entity_relation.graphml,Rel-19,spatial mapping information provider
ptic/sensor information,ptic/sensor information,Concept<SEP>UNKNOWN,"ptic/sensor information refers to data collected from or transmitted between the UE, involving physical or environmental sensing capabilities. It is a type of information used in the context of system architecture and network management.<SEP>SEAL NRM requires enhanced capability to support the discovery and request of ptic/sensor information from the UE",chunk-393f0ad269bcd1c518e6819f03e03fae,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md7.18.2,1770203935<SEP>1770203937,Rel-19/24_series/24571-j10/graph_chunk_entity_relation.graphml,Rel-19,ptic/sensor information<SEP>ptic/sensor information)##
SEAL NRM,SEAL NRM,Technology,SEAL NRM is a network resource management entity that requires enhanced capability to support the discovery and request of ptic/sensor information.,chunk-393f0ad269bcd1c518e6819f03e03fae,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md7.18.2,1770203935,Rel-19/24_series/24571-j10/graph_chunk_entity_relation.graphml,Rel-19,SEAL NRM
new SEAL server and client,new SEAL server and client,Technology,"A new SEAL server and client is an alternative architecture proposed for realizing the solution, enabling the registration and request of spatial mapping information within the mobile metaverse service.",chunk-15c7ec9ad63d6d683e04c090c310b09f,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md7.17.4,1770203935,Rel-19/24_series/24571-j10/graph_chunk_entity_relation.graphml,Rel-19,new SEAL server and client
Spatial mapping information provider discovery API,Spatial mapping information provider discovery API,Concept,"Spatial mapping information provider discovery API is a request/response model API provided by MMES, used by VAL server as a known consumer, and corresponds to step 2 and step 5 of clause 7.17.1.3.",chunk-9a83572ec722a232cdd687e8fd46cc46,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md7.17.3.1,1770203935,Rel-19/24_series/24571-j10/graph_chunk_entity_relation.graphml,Rel-19,Spatial mapping information provider discovery API
Spatial mapping information provider registration API,Spatial mapping information provider registration API,Concept,"Spatial mapping information provider registration API is a request/response model API provided by MMES, used by MMEC as a known consumer, and corresponds to step 1 and step 3 of clause 7.17.1.2.",chunk-9a83572ec722a232cdd687e8fd46cc46,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md7.17.3.1,1770203936,Rel-19/24_series/24571-j10/graph_chunk_entity_relation.graphml,Rel-19,Spatial mapping information provider registration API
Spatial mapping information API,Spatial mapping information API,Concept,"Spatial mapping information API is a subscribe/notify model API provided by MMES, used by MMEC as a known consumer.",chunk-9a83572ec722a232cdd687e8fd46cc46,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md7.17.3.1,1770203936,Rel-19/24_series/24571-j10/graph_chunk_entity_relation.graphml,Rel-19,Spatial mapping information API
Option #3,Option #3,UNKNOWN,"clause 6.3<SEP>ACM function is applied under Option #3: Reuse exist, as defined in clause 6.2.2.1",chunk-0d2ef93e12a24e2b4c3cce2ca05d7940<SEP>chunk-d835d12ec9b6e0aca09b03b0fc0fffaf,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md7.17.2<SEP>../3GPP-trunked/Rel-19/23_series/23700-21-j10.md6.3,1770203936<SEP>1770202968,Rel-19/24_series/24571-j10/graph_chunk_entity_relation.graphml<SEP>Rel-19/26_series/26502-j00/graph_chunk_entity_relation.graphml,Rel-19,Option #3<SEP>Option #3)##
Solution #x,Solution #x,Concept,Solution #x is a proposed solution referenced in section 7.19 and is intended to be revisited during the normative phase.,chunk-4a9666c40c43ff58ba3f93fef717860d,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md7.19,1770203957,Rel-19/24_series/24571-j10/graph_chunk_entity_relation.graphml,Rel-19,Solution #x
Supp,Supp,Terminology,,chunk-4a9666c40c43ff58ba3f93fef717860d,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md7.19,1770203957,Rel-19/24_series/24571-j10/graph_chunk_entity_relation.graphml,Rel-19,Supp
MM-specific service requirements API,MM-specific service requirements API,Concept,MM-specific service requirements API is an API that follows a request/response model or subscribe/notify pattern. It is provided by the SEAL NRM server and is consumed by MMSS and VAL server. This API corresponds to step 1 in the solution #x process.,chunk-7ba7ac66384bb1197d1911100cef5789,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md7.18.3,1770203977,Rel-19/24_series/24571-j10/graph_chunk_entity_relation.graphml,Rel-19,MM-specific service requirements API
MM-specific provisioning policy API,MM-specific provisioning policy API,Concept,"MM-specific provisioning policy API is an API that uses a command/notify pattern. It is provided by the SEAL NRM server and has a known consumer, though the specific consumer is not fully specified in the text.",chunk-7ba7ac66384bb1197d1911100cef5789,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md7.18.3,1770203977,Rel-19/24_series/24571-j10/graph_chunk_entity_relation.graphml,Rel-19,MM-specific provisioning policy API
SEAL NRM server,SEAL NRM server,Technology,SEAL NRM server is the provider of both the MM-specific service requirements API and the MM-specific provisioning policy API. It is responsible for managing and delivering these APIs to their respective consumers.,chunk-7ba7ac66384bb1197d1911100cef5789,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md7.18.3,1770203977,Rel-19/24_series/24571-j10/graph_chunk_entity_relation.graphml,Rel-19,SEAL NRM server
MMSS,MMSS,Technology,MMSS is a known consumer of the MM-specific service requirements API. It interacts with the API to fulfill requirements related to metaverse services.,chunk-7ba7ac66384bb1197d1911100cef5789,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md7.18.3,1770203977,Rel-19/24_series/24571-j10/graph_chunk_entity_relation.graphml,Rel-19,MMSS
solution #x,solution #x,Concept,"solution #x is a solution referenced in the context of API correspondence, where the MM-specific service requirements API and MM-specific provisioning policy API are associated with step 1 of its implementation process.",chunk-7ba7ac66384bb1197d1911100cef5789,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md7.18.3,1770203977,Rel-19/24_series/24571-j10/graph_chunk_entity_relation.graphml,Rel-19,solution #x
Mobile Metaverse for 5G-enabled Traffic Flow Simulation and Situational Awareness,Mobile Metaverse for 5G-enabled Traffic Flow Simulation and Situational Awareness,Application,Mobile Metaverse for 5G-enabled Traffic Flow Simulation and Situational Awareness is a metaverse application discussed in Stage 1 that supports sessions for both physical and avatar UEs and is a target use case for the solution evaluation.,chunk-51a4d5c793b3831e6c3d4b0a8acae36b,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md7.18.4,1770203977,Rel-19/24_series/24571-j10/graph_chunk_entity_relation.graphml,Rel-19,Mobile Metaverse for 5G-enabled Traffic Flow Simulation and Situational Awareness
SEAL NRM services,SEAL NRM services,Technology,SEAL NRM services are network resource management services that provide coordinated QoS provisioning for UE-to-UE communications and are enhanced by this solution to include mobile metaverse requirements translation.,chunk-51a4d5c793b3831e6c3d4b0a8acae36b,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md7.18.4,1770203977,Rel-19/24_series/24571-j10/graph_chunk_entity_relation.graphml,Rel-19,SEAL NRM services
mobile metaverse requirements translation,mobile metaverse requirements translation,Concept,"Mobile metaverse requirements translation is a new capability introduced by this solution that translates metaverse requirements into network communication requirements, including communication means/methods,",chunk-51a4d5c793b3831e6c3d4b0a8acae36b,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md7.18.4,1770203977,Rel-19/24_series/24571-j10/graph_chunk_entity_relation.graphml,Rel-19,mobile metaverse requirements translation
communication means/methods,communication means/methods,Terminology,,chunk-51a4d5c793b3831e6c3d4b0a8acae36b,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md7.18.4,1770203977,Rel-19/24_series/24571-j10/graph_chunk_entity_relation.graphml,Rel-19,communication means/methods
traffic patterns,traffic patterns,Terminology,,chunk-51a4d5c793b3831e6c3d4b0a8acae36b,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md7.18.4,1770203977,Rel-19/24_series/24571-j10/graph_chunk_entity_relation.graphml,Rel-19,traffic patterns
network topological area,network topological area,Terminology,,chunk-51a4d5c793b3831e6c3d4b0a8acae36b,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md7.18.4,1770203977,Rel-19/24_series/24571-j10/graph_chunk_entity_relation.graphml,Rel-19,network topological area
coordinated QoS provisioning operation,coordinated QoS provisioning operation,Concept,Coordinated QoS provisioning operation is an existing capability within SEAL NRM services that enables network-assisted UE-to-UE communications and is utilized by the mobile metaverse requirements translation capability.,chunk-51a4d5c793b3831e6c3d4b0a8acae36b,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md7.18.4,1770203977,Rel-19/24_series/24571-j10/graph_chunk_entity_relation.graphml,Rel-19,coordinated QoS provisioning operation
network resource adaptation,network resource adaptation,Concept,"Network resource adaptation is an existing SEAL NRM procedure described in clause 14.3.3.3.1 of 3GPP TS 23.434, which involves translating VAL requirements into network resource requirements and is distinct from mobile metaverse requirements translation.",chunk-51a4d5c793b3831e6c3d4b0a8acae36b,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md7.18.4,1770203977,Rel-19/24_series/24571-j10/graph_chunk_entity_relation.graphml,Rel-19,network resource adaptation
VAL requirement,VAL requirement,Terminology,,chunk-51a4d5c793b3831e6c3d4b0a8acae36b,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md7.18.4,1770203977,Rel-19/24_series/24571-j10/graph_chunk_entity_relation.graphml,Rel-19,VAL requirement
3GPP TS 23.434 clause 14.3.5.3,3GPP TS 23.434 clause 14.3.5.3,Terminology,,chunk-51a4d5c793b3831e6c3d4b0a8acae36b,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md7.18.4,1770203977,Rel-19/24_series/24571-j10/graph_chunk_entity_relation.graphml,Rel-19,3GPP TS 23.434 clause 14.3.5.3
Deployment scenarios,Deployment scenarios,Concept<SEP>UNKNOWN,"Deployment scenarios is a general category described in clause 8.1 of the present document, outlining different models for system deployment.<SEP>The present document describes deployment scenarios in clause 8.1",chunk-b60a1e9a5da4ca9acab243b481520e58,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md8.1,1770203984<SEP>1770203983,Rel-19/24_series/24571-j10/graph_chunk_entity_relation.graphml<SEP>Rel-19/24_series/24812-j00/graph_chunk_entity_relation.graphml,Rel-19,Deployment scenarios<SEP>Deployment scenarios)##
Deployment models,Deployment models,Concept,Deployment models are specific configurations or arrangements of system components as described in clause 8.1 of the present document for deployment scenarios.,chunk-b60a1e9a5da4ca9acab243b481520e58,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md8.1,1770203984,Rel-19/24_series/24571-j10/graph_chunk_entity_relation.graphml,Rel-19,Deployment models
Download Permission,Download Permission,Concept,"Download Permission is a feature or capability discussed in this paper, related to granting access for downloading content or data.",chunk-f0b75b3f361cc211d25a30f695ef270a,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md7.19.2,1770203984,Rel-19/24_series/24571-j10/graph_chunk_entity_relation.graphml,Rel-19,Download Permission
DAPM function,DAPM function,Technology,"DAPM function is a functional component within the architecture that exposes APIs to the Verti, enabling integration or interaction with external systems.<SEP>DAPM function is a system component responsible for handling digital asset subscription requests, performing authentication and authorization, storing subscription records, and sending responses to the VAL server.",chunk-c2998d352e6975a7979747e6bd1f1f22<SEP>chunk-f0b75b3f361cc211d25a30f695ef270a,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md7.19.2<SEP>../3GPP-trunked/Rel-19/23_series/23700-21-j10.md7.19.3.2,1770204006,Rel-19/24_series/24571-j10/graph_chunk_entity_relation.graphml,Rel-19,DAPM function
Verti,Verti,Technology,Verti is a system or entity that receives and uses APIs exposed by the DAPM function within the specified architecture.,chunk-f0b75b3f361cc211d25a30f695ef270a,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md7.19.2,1770203984,Rel-19/24_series/24571-j10/graph_chunk_entity_relation.graphml,Rel-19,Verti
clause 6.4,clause 6.4,Terminology,,chunk-f0b75b3f361cc211d25a30f695ef270a,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md7.19.2,1770203984,Rel-19/24_series/24571-j10/graph_chunk_entity_relation.graphml,Rel-19,clause 6.4
Option#4,Option#4,Terminology,,chunk-f0b75b3f361cc211d25a30f695ef270a,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md7.19.2,1770203984,Rel-19/24_series/24571-j10/graph_chunk_entity_relation.graphml,Rel-19,Option#4
permission control,permission control,UNKNOWN,clause 7.19.2<SEP>clause 7.19.3,chunk-0767860c9a948758013e34daad36c4fc,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md7.19.1,1770203984,Rel-19/24_series/24571-j10/graph_chunk_entity_relation.graphml,Rel-19,permission control
Digital asset publishing,Digital asset publishing,UNKNOWN,7.19.3.1,chunk-8634ebf85738fc9e6fbb4724c6854bac,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md7.19.3.1,1770203993,Rel-19/24_series/24571-j10/graph_chunk_entity_relation.graphml,Rel-19,Digital asset publishing
Publish Asset Request,Publish Asset Request,UNKNOWN,Publish Asset Request is sent by the VAL server or DAPM client to the DAPM function with details such as asset ID and asset usage policies.,chunk-8634ebf85738fc9e6fbb4724c6854bac,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md7.19.3.1,1770203993,Rel-19/24_series/24571-j10/graph_chunk_entity_relation.graphml,Rel-19,Publish Asset Request
Publish Asset Response,Publish Asset Response,UNKNOWN,Publish Asset Response is sent by the DAPM function to the,chunk-8634ebf85738fc9e6fbb4724c6854bac,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md7.19.3.1,1770203993,Rel-19/24_series/24571-j10/graph_chunk_entity_relation.graphml,Rel-19,Publish Asset Response
DAPM,DAPM,UNKNOWN,"Digital asset publishing is initiated by the owner uploading digital asset information to DAPM and making a commission to DAPM for promotion. It involves sending a Publish Asset Request with asset ID and asset usage policies to the DAPM function, which checks authorization and publishes the asset if successful.",chunk-8634ebf85738fc9e6fbb4724c6854bac,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md7.19.3.1,1770203993,Rel-19/24_series/24571-j10/graph_chunk_entity_relation.graphml,Rel-19,DAPM
digital avat,digital avat,Terminology,,chunk-ce75313c68c10ad14bef20299ca037c1,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md10.2,1770203999,Rel-19/24_series/24571-j10/graph_chunk_entity_relation.graphml,Rel-19,digital avat
Architectural Assumptions and Requirements,Architectural Assumptions and Requirements,Concept,Architectural Assumptions and Requirements is a section or document component that outlines foundational assumptions and mandatory conditions for system design or implementation. It is referenced in the context of defining constraints or prerequisites for architectural decisions.,chunk-fefdc16484c29bd2ed2da598ca6f67f9,../3GPP-trunked/Rel-19/23_series/23700-63-j00.md4,1770204006,Rel-19/24_series/24571-j10/graph_chunk_entity_relation.graphml,Rel-19,Architectural Assumptions and Requirements
Digital asset subscription,Digital asset subscription,Concept,"Digital asset subscription is a procedure defined in section 7.19.3.2 that enables a consumer to subscribe to a digital asset discovered on the DAPM function. The process involves sending a Subscription Request via the VAL server to the DAPM function, which performs authentication and authorization, stores the subscription record, and returns a Subscription Response indicating success or failure.",chunk-c2998d352e6975a7979747e6bd1f1f22,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md7.19.3.2,1770204006,Rel-19/24_series/24571-j10/graph_chunk_entity_relation.graphml,Rel-19,Digital asset subscription
Digital asset ID,Digital asset ID,Terminology,,chunk-c2998d352e6975a7979747e6bd1f1f22,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md7.19.3.2,1770204006,Rel-19/24_series/24571-j10/graph_chunk_entity_relation.graphml,Rel-19,Digital asset ID
Subscriber ID,Subscriber ID,Terminology,,chunk-c2998d352e6975a7979747e6bd1f1f22,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md7.19.3.2,1770204006,Rel-19/24_series/24571-j10/graph_chunk_entity_relation.graphml,Rel-19,Subscriber ID
Subscription Request,Subscription Request,Concept,"Subscription Request is a message sent by the consumer via the VAL server to the DAPM function to initiate a digital asset subscription. It includes the digital asset ID and subscriber ID, such as GPSI or External ID of the UE.",chunk-c2998d352e6975a7979747e6bd1f1f22,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md7.19.3.2,1770204006,Rel-19/24_series/24571-j10/graph_chunk_entity_relation.graphml,Rel-19,Subscription Request
Subscription Response,Subscription Response,Concept,Subscription Response is a message sent by the DAPM function to the VAL server to indicate the success or failure of the digital asset subscription operation. It includes a subscription record identifier.,chunk-c2998d352e6975a7979747e6bd1f1f22,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md7.19.3.2,1770204006,Rel-19/24_series/24571-j10/graph_chunk_entity_relation.graphml,Rel-19,Subscription Response
Subscription record,Subscription record,Concept,"Subscription record is a data structure stored by the DAPM function that contains information about a digital asset subscription, including subscriber ID, digital asset ID, and expiration date.",chunk-c2998d352e6975a7979747e6bd1f1f22,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md7.19.3.2,1770204006,Rel-19/24_series/24571-j10/graph_chunk_entity_relation.graphml,Rel-19,Subscription record
Subscription record identifier,Subscription record identifier,Terminology,,chunk-c2998d352e6975a7979747e6bd1f1f22,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md7.19.3.2,1770204006,Rel-19/24_series/24571-j10/graph_chunk_entity_relation.graphml,Rel-19,Subscription record identifier
Expiration date,Expiration date,Terminology,,chunk-c2998d352e6975a7979747e6bd1f1f22,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md7.19.3.2,1770204006,Rel-19/24_series/24571-j10/graph_chunk_entity_relation.graphml,Rel-19,Expiration date
Authentication and authorization procedures,Authentication and authorization procedures,Concept,Authentication and authorization procedures are processes performed by the DAPM function to verify the identity and permissions of the subscriber before processing a subscription request.,chunk-c2998d352e6975a7979747e6bd1f1f22,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md7.19.3.2,1770204006,Rel-19/24_series/24571-j10/graph_chunk_entity_relation.graphml,Rel-19,Authentication and authorization procedures
enhanced Avatar download procedure,enhanced Avatar download procedure,UNKNOWN,clause 7.7.,chunk-2ac287cd74ca3240ffce7838d798f507,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md7.19.3.3,1770204006,Rel-19/24_series/24571-j10/graph_chunk_entity_relation.graphml,Rel-19,enhanced Avatar download procedure
Digital asset download with subscription,Digital asset download with subscription,UNKNOWN,Figure 7.19.3.3-1,chunk-2ac287cd74ca3240ffce7838d798f507,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md7.19.3.3,1770204007,Rel-19/24_series/24571-j10/graph_chunk_entity_relation.graphml,Rel-19,Digital asset download with subscription
metaverse service ecosystem,metaverse service ecosystem,UNKNOWN,VAL user is a participant in the metaverse service ecosystem as a metaverse service user<SEP>The business relationship specified in clause 5 of 3GPP TS 23.434 [8] applies to the metaverse service ecosystem,chunk-1612655d47d9b7ae3376ac60d44fa38e,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md9,1770204015,Rel-19/24_series/24571-j10/graph_chunk_entity_relation.graphml,Rel-19,metaverse service ecosystem<SEP>metaverse service ecosystem)##
SEA,SEA,UNKNOWN,VAL service provider interacts with SEA within the metaverse service ecosystem,chunk-1612655d47d9b7ae3376ac60d44fa38e,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md9,1770204015,Rel-19/24_series/24571-j10/graph_chunk_entity_relation.graphml,Rel-19,SEA
SEAL server(s),SEAL server(s),UNKNOWN,SEAL server(s,chunk-51ec07749e20465816c7bc62492d4bd4,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md8.2,1770204015,Rel-19/24_series/24571-j10/graph_chunk_entity_relation.graphml,Rel-19,SEAL server(s)
metaverse application servers,metaverse application servers,UNKNOWN,SEAL server(s,chunk-51ec07749e20465816c7bc62492d4bd4,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md8.2,1770204015,Rel-19/24_series/24571-j10/graph_chunk_entity_relation.graphml,Rel-19,metaverse application servers
enablement services,enablement services,UNKNOWN,Enablement services are provided by SEAL server(s) to metaverse application servers to support the delivery of metaverse services.,chunk-51ec07749e20465816c7bc62492d4bd4,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md8.2,1770204015,Rel-19/24_series/24571-j10/graph_chunk_entity_relation.graphml,Rel-19,enablement services
Business Relationship,Business Relationship,UNKNOWN,The business relationship specified in clause 5 of 3GPP TS 23.434 [8] applies to the metaverse service ecosystem,chunk-1612655d47d9b7ae3376ac60d44fa38e,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md9,1770204015,Rel-19/24_series/24571-j10/graph_chunk_entity_relation.graphml,Rel-19,Business Relationship
LCS-UP,LCS-UP,Terminology,,chunk-85fc15377ef298dfd5da60f201d83548,../3GPP-trunked/Rel-19/24_series/24572-j20.md3.2,1770207574,Rel-19/24_series/24572-j20/graph_chunk_entity_relation.graphml,Rel-19,LCS-UP
LPP,LPP,Terminology,,chunk-85fc15377ef298dfd5da60f201d83548,../3GPP-trunked/Rel-19/24_series/24572-j20.md3.2,1770207574,Rel-19/24_series/24572-j20/graph_chunk_entity_relation.graphml,Rel-19,LPP
UPP-CM,UPP-CM,Technology,UPP-CM is a protocol specified in the present document to support the LCS secured user plane connection between the UE and the LMF. It is used in conjunction with LCS-UPP for managing user plane positioning connections.,chunk-8f54a6e8651a062d432ad2713574ad1d,../3GPP-trunked/Rel-19/24_series/24572-j20.md1,1770207588,Rel-19/24_series/24572-j20/graph_chunk_entity_relation.graphml,Rel-19,UPP-CM
UPP-CMI,UPP-CMI,Terminology,,chunk-85fc15377ef298dfd5da60f201d83548,../3GPP-trunked/Rel-19/24_series/24572-j20.md3.2,1770207574,Rel-19/24_series/24572-j20/graph_chunk_entity_relation.graphml,Rel-19,UPP-CMI
LCS secured user plane connection,LCS secured user plane connection,Concept,"A connection used for LCS signaling message transport via user plane between the UE and the LMF. It is achieved by a TLS connection between the UE and the LMF established over PDU connectivity service provided by a PDU session, and a successful binding procedure performed via the TLS connection.<SEP>LCS secured user plane connection is a secure communication channel established between the UE and the LMF using the UPP-CM protocol, enabling protected user plane positioning and location event reporting to the LCS client or AF.",chunk-023589e08f953e315a2b9f8657696d0a<SEP>chunk-8f54a6e8651a062d432ad2713574ad1d,../3GPP-trunked/Rel-19/24_series/24572-j20.md3.1<SEP>../3GPP-trunked/Rel-19/24_series/24572-j20.md1,1770207588,Rel-19/24_series/24572-j20/graph_chunk_entity_relation.graphml,Rel-19,LCS secured user plane connection
User plane connection information,User plane connection information,Concept,The information provided by the LMF during the network initiated user plane connection establishment procedure.,chunk-023589e08f953e315a2b9f8657696d0a,../3GPP-trunked/Rel-19/24_series/24572-j20.md3.1,1770207577,Rel-19/24_series/24572-j20/graph_chunk_entity_relation.graphml,Rel-19,User plane connection information
